"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson"
"Travelers Rest","4,574","19","0","0","4","15","220","27","185","8","0"
"Turbeville","705","3","0","0","0","3","14","4","8","2","0"
"Union","7,960","133","0","4","23","106","473","108","351","14","4"
"Wagener","876","3","0","0","0","3","41","10","28","3","0"
"Walhalla","3,551","22","0","4","1","17","106","23","79","4","1"
"Walterboro","5,825","118","4","5","15","94","637","113","500","24","0"
"Wellford","2,479","12","0","2","5","5","64","22","39","3","0"
"West Columbia","13,982","189","0","5","50","134","1,048","152","848","48","2"
"Westminster","2,654","18","0","0","2","16","94","12","78","4","0"
"West Union","301","5","0","0","3","2","22","1","20","1","0"
"Whitmire","1,530","7","0","0","1","6","35","8","26","1","0"
"Williamston","3,983","21","0","0","3","18","124","18","98","8","1"
"Williston","3,178","21","0","1","6","14","103","25","76","2","1"
"Winnsboro","3,562","41","1","4","1","35","269","25","243","1","4"
"Woodruff","4,089","22","0","2","6","14","131","23","103","5","0"
"Yemassee","866","1","0","0","0","1","39","8","27","4","1"
"York","8,083","83","0","3","11","69","449","82","352","15","1"
