"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson"
"Scotts Hill","925","5","0","0","0","5","10","2","8","0","0"
"Selmer","4,716","19","1","4","1","13","230","44","184","2","0"
"Sevierville","17,489","69","1","7","18","43","1,215","202","946","67","1"
"Sewanee","2,613","0","0","0","0","0","115","31","83","1","1"
"Sharon","908","5","1","0","0","4","31","7","24","0","0"
"Shelbyville","20,078","114","2","14","13","85","545","124","397","24","0"
"Signal Mountain","7,075","6","0","0","2","4","64","10","54","0","0"
"Smithville","4,435","33","0","0","8","25","239","49","181","9","5"
"Sneedville","1,308","4","0","0","1","3","48","15","33","0","0"
"Soddy-Daisy","12,624","51","0","5","9","37","512","102","380","30","2"
"Somerville","2,966","33","0","0","2","31","106","19","85","2","0"
"South Carthage","1,363","0","0","0","0","0","36","6","29","1","0"
"South Fulton","2,389","6","0","0","1","5","73","30","42","1","0"
"South Pittsburg","3,125","16","0","1","0","15","89","16","68","5","0"
"Sparta","4,976","27","2","1","8","16","468","125","326","17","4"
"Spencer","1,696","2","0","1","0","1","26","6","19","1","0"
"Spring City","2,021","4","0","0","1","3","44","5","35","4","2"
"Springfield","17,608","212","1","16","53","142","771","137","596","38","10"
"Spring Hill","29,870","45","0","7","0","38","392","67","311","14","2"
"St. Joseph","859","1","0","0","0","1","14","6","7","1","0"
"Surgoinsville","1,830","0","0","0","0","0","12","4","8","0","1"
"Sweetwater","6,758","43","0","1","4","38","216","59","136","21","3"
"Tazewell","2,221","18","1","1","0","16","96","26","66","4","0"
"Tellico Plains","976","7","0","1","0","6","39","8","28","3","0"
"Tiptonville","3,978","24","0","0","0","24","34","7","27","0","0"
"Toone","349","0","0","0","0","0","2","0","1","1","0"
"Townsend","275","2","0","0","0","2","8","6","1","1","0"
"Tracy City","1,649","25","0","0","2","23","69","35","28","6","0"
"Trenton","4,499","38","1","0","2","35","180","35","144","1","1"
"Trezevant","878","0","0","0","0","0","21","8","13","0","0"
"Trimble","717","2","0","0","0","2","5","1","3","1","0"
"Troy","1,201","1","0","1","0","0","20","2","18","0","0"
"Tullahoma","18,636","144","0","7","19","118","790","149","610","31","3"
"Tusculum","2,309","2","0","0","0","2","36","12","24","0","0"
"Union City","10,533","69","1","3","17","48","552","108","427","17","4"
"Vonore","1,533","6","0","0","1","5","98","12","86","0","1"
"Wartburg","932","1","0","0","1","0","12","1","10","1","0"
"Wartrace","593","4","0","0","0","4","10","3","7","0","0"
"Watertown","1,425","5","0","0","0","5","17","7","10","0","0"
"Waverly","4,201","9","0","0","0","9","87","10","71","6","0"
"Waynesboro","2,130","9","0","0","0","9","33","12","20","1","1"
"Westmoreland","2,199","8","0","0","0","8","37","12","20","5","0"
"White Bluff","2,556","4","0","0","2","2","31","8","21","2","0"
"White House","10,385","13","0","2","1","10","191","49","131","11","1"
"White Pine","2,159","9","0","1","2","6","101","12","83","6","0"
"Whiteville","4,456","14","0","0","1","13","79","25","51","3","1"
"Whitwell","1,597","11","0","0","2","9","84","19","54","11","1"
"Winchester","7,919","40","0","1","4","35","302","64","228","10","2"
"Winfield","1,002","6","0","0","0","6","27","7","16","4","0"
"Woodbury","2,630","5","0","1","1","3","72","23","40","9","0"
