"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson"
"Vian1","1,447","2","0","0","0","2","18","6","10","2","0"
"Vinita","6,052","21","0","1","0","20","152","32","114","6","1"
"Wagoner2","8,122","","0","2","3","","412","88","307","17","2"
"Walters1","2,408","4","0","0","0","4","34","6","28","0","0"
"Warner1","1,449","4","0","0","0","4","3","2","1","0","0"
"Warr Acres","9,394","86","0","7","23","56","534","179","303","52","4"
"Washington1","555","1","0","0","0","1","4","3","1","0","0"
"Watonga1","5,818","7","0","2","1","4","71","17","53","1","0"
"Waukomis1","1,209","3","0","1","0","2","18","6","10","2","0"
"Waurika","1,802","12","0","0","1","11","12","2","8","2","0"
"Waynoka1","892","3","0","2","0","1","19","10","9","0","0"
"Weatherford2","10,224","","0","7","3","","378","75","288","15","1"
"Weleetka1","917","5","0","0","1","4","37","8","25","4","1"
"Westville1","1,643","12","0","1","1","10","54","14","35","5","3"
"Wetumka1","1,400","5","0","1","1","3","20","9","10","1","0"
"Wewoka","3,289","6","1","0","0","5","110","35","71","4","0"
"Wilburton1","2,885","4","0","0","0","4","63","18","43","2","0"
"Wilson1","1,640","","0","2","0","","37","12","20","5","2"
"Woodward","12,355","39","0","17","7","15","591","178","396","17","0"
"Wright City1","785","1","0","1","0","0","20","2","15","3","0"
"Wynnewood1","2,280","4","0","0","0","4","32","1","28","3","2"
"Yale1","1,359","1","0","0","0","1","4","0","4","0","1"
"Yukon","23,058","20","0","2","6","12","627","115","486","26","3"
