"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson"
"Ontario","5,193","12","1","1","6","4","619","31","578","10","0"
"Orange Village","3,249","0","0","0","0","0","27","5","16","6","0"
"Oregon","18,872","45","0","4","17","24","789","140","626","23","1"
"Orrville","8,367","16","0","5","10","1","137","41","93","3","1"
"Ottawa Hills","4,597","2","0","0","0","2","54","15","39","0","1"
"Oxford","22,995","76","0","14","5","57","601","118","459","24","6"
"Painesville","18,569","31","0","5","14","12","340","105","220","15","0"
"Parma Heights","19,559","27","0","5","4","18","362","83","250","29","1"
"Pataskala","12,967","6","1","0","3","2","238","47","186","5","2"
"Paulding","3,331","1","0","1","0","0","16","4","12","0","0"
"Pepper Pike","5,681","1","0","0","1","0","34","8","24","2","2"
"Perkins Township","12,820","7","0","1","3","3","269","8","261","0","0"
"Perrysburg","17,051","11","0","5","3","3","469","81","367","21","0"
"Perry Township, Allen County","3,580","8","0","0","0","8","68","17","50","1","0"
"Perry Township, Franklin County","3,653","1","0","0","0","1","40","7","31","2","2"
"Perry Township, Montgomery County","3,829","4","0","3","0","1","44","22","21","1","0"
"Perry Township, Stark County","28,005","54","1","0","15","38","677","163","470","44","9"
"Pickerington","18,672","23","0","4","12","7","367","42","314","11","6"
"Pierce Township","11,177","11","0","1","5","5","257","52","203","2","0"
"Piqua","20,559","28","0","11","13","4","1,015","162","835","18","2"
"Plain City","3,629","2","0","0","1","1","23","2","20","1","0"
"Poland Township","11,014","1","1","0","0","0","75","30","44","1","0"
"Poland Village","2,640","0","0","0","0","0","26","5","21","0","0"
"Port Clinton","6,108","10","0","3","2","5","247","40","199","8","1"
"Portsmouth","20,235","133","3","11","85","34","2,073","516","1,507","50","1"
"Powell","13,869","3","0","0","0","3","77","18","59","0","0"
"Ravenna","11,335","44","0","8","6","30","483","53","415","15","3"
"Reading","10,446","26","0","5","16","5","388","67","290","31","2"
"Reminderville","2,799","0","0","0","0","0","10","2","8","0","0"
"Reynoldsburg","33,825","73","0","10","42","21","1,202","278","881","43","9"
"Richfield","3,598","1","0","0","1","0","31","8","21","2","0"
"Richmond Heights","10,093","16","0","0","10","6","305","33","253","19","0"
"Rittman","6,260","3","0","0","3","0","112","17","89","6","0"
"Riverside","25,147","65","0","8","22","35","834","207","568","59","10"
"Rossford","6,401","1","0","1","0","0","192","31","156","5","1"
"Russells Point","1,509","0","0","0","0","0","38","11","26","1","2"
"Russell Township","5,575","0","0","0","0","0","10","4","5","1","0"
"Sabina","2,783","2","0","0","1","1","50","7","43","0","0"
"Salem","11,709","1","0","0","0","1","65","5","54","6","0"
"Saline Township","1,331","8","0","0","1","7","24","7","10","7","1"
"Sandusky","25,461","127","0","12","31","84","1,237","295","922","20","9"
"Sebring","4,484","3","0","3","0","0","58","18","38","2","0"
"Seven Hills","11,565","2","0","0","0","2","21","11","10","0","0"
"Seville","2,419","1","0","0","0","1","34","8","26","0","0"
"Shaker Heights","26,159","68","0","5","51","12","506","156","318","32","2"
"Sharon Township","2,373","0","0","0","0","0","42","14","27","1","1"
"Sharonville","13,334","23","1","5","15","2","552","76","461","15","1"
"Sheffield Lake","8,858","0","0","0","0","0","195","42","150","3","3"
"Shelby","9,256","4","0","0","2","2","300","57","239","4","0"
"Sidney","19,899","40","1","16","13","10","1,123","227","881","15","18"
"Smith Township","4,792","8","0","2","2","4","46","22","22","2","0"
"Smithville","1,294","2","0","1","1","0","52","7","45","0","0"
"Solon","21,870","9","0","2","2","5","208","28","179","1","2"
"South Bloomfield","1,700","0","0","0","0","0","54","16","36","2","0"
"South Charleston","1,766","0","0","0","0","0","24","8","16","0","1"
"South Euclid","20,970","34","0","8","19","7","446","116","292","38","2"
"South Russell","3,902","0","0","0","0","0","11","1","10","0","0"
"South Solon","385","0","0","0","0","0","0","0","0","0","0"
"Spencerville","2,152","0","0","0","0","0","49","10","38","1","0"
"Springdale","10,370","33","0","1","30","2","752","90","640","22","0"
"Springfield","61,881","467","4","43","214","206","4,512","1,287","2,977","248","29"
"Springfield Township, Hamilton County","40,051","60","1","5","42","12","788","195","553","40","6"
"Springfield Township, Mahoning County","5,956","0","0","0","0","0","101","36","63","2","0"
"Springfield Township, Summit County","15,263","35","0","6","14","15","934","129","775","30","3"
"St. Bernard","4,596","5","1","1","3","0","128","33","88","7","0"
"St. Clair Township","7,596","1","0","0","1","0","71","0","71","0","0"
"Stow","34,067","25","0","7","11","7","751","130","610","11","5"
"St. Paris","1,960","1","0","1","0","0","44","4","40","0","0"
"Strasburg","2,719","5","0","3","1","1","54","12","41","1","0"
"Streetsboro","14,749","7","0","0","2","5","113","6","104","3","0"
"Strongsville","42,478","15","0","1","8","6","770","87","655","28","2"
"Sugarcreek Township","7,005","5","0","2","1","2","291","49","233","9","0"
"Swanton","3,676","3","0","0","1","2","82","14","66","2","1"
"Sylvania Township","26,142","19","0","0","12","7","726","108","594","24","0"
"Tallmadge","17,390","31","0","5","11","15","562","117","425","20","2"
"Tipp City","9,255","4","0","1","2","1","160","23","137","0","2"
"Toledo1","291,066","3,251","33","165","1,222","1,831","","8,064","","1,337","510"
"Trotwood","25,894","100","0","11","48","41","1,023","392","531","100","17"
"Twinsburg","17,432","5","1","0","1","3","130","19","100","11","2"
"Uhrichsville","5,501","6","0","3","1","2","197","37","140","20","1"
"Union","6,361","7","0","2","0","5","62","6","54","2","0"
"University Heights","12,353","20","0","5","11","4","248","46","196","6","0"
"Upper Arlington","31,686","7","0","0","3","4","403","67","328","8","3"
"Urbana","11,424","12","0","2","1","9","361","52","303","6","1"
"Utica","2,101","1","0","0","1","0","45","18","27","0","1"
"Vandalia","14,070","15","0","6","5","4","290","55","212","23","3"
"Van Wert","10,139","25","0","5","3","17","486","97","385","4","5"
"Vermilion","10,735","11","1","0","8","2","309","104","194","11","2"
"Village of Leesburg","1,307","0","0","0","0","0","60","21","39","0","1"
"Wadsworth","20,943","13","0","8","2","3","451","73","370","8","0"
"Waite Hill","567","0","0","0","0","0","2","2","0","0","0"
"Walton Hills","2,265","1","0","0","0","1","23","4","16","3","0"
"Wapakoneta","9,427","7","0","2","0","5","181","30","149","2","1"
"Warren","43,331","309","7","18","137","147","2,015","765","1,084","166","5"
"Warrensville Heights","13,465","47","0","5","31","11","476","201","208","67","1"
"Warren Township","5,968","9","0","1","0","8","79","20","54","5","0"
"Washington Court House","13,659","21","1","5","6","9","449","100","334","15","0"
"Wauseon","7,261","7","1","1","2","3","216","26","187","3","1"
"Waverly","4,437","0","0","0","0","0","78","3","75","0","0"
"Waynesburg","965","3","0","0","1","2","19","5","14","0","0"
"Wellston","5,923","2","0","0","1","1","30","6","24","0","0"
"Wells Township","2,817","0","0","0","0","0","54","16","36","2","0"
"West Alexandria","1,289","2","0","1","1","0","30","5","25","0","0"
"West Carrollton","12,652","30","0","5","19","6","465","118","304","43","4"
"West Chester Township","56,060","73","2","29","13","29","1,580","300","1,254","26","9"
"Westerville","36,319","44","2","9","14","19","863","126","731","6","11"
"West Jefferson","4,252","3","0","2","0","1","123","30","87","6","1"
"West Liberty","1,720","1","0","0","0","1","20","7","12","1","0"
"West Salem","1,460","0","0","0","0","0","29","7","20","2","0"
"West Union","3,102","7","0","0","0","7","168","48","116","4","0"
"Whitehall","18,071","171","4","17","113","37","1,614","330","1,217","67","0"
"Willard","6,640","5","0","0","3","2","254","19","223","12","3"
"Williamsburg","2,385","3","0","1","0","2","116","23","92","1","2"
"Willoughby","22,555","12","0","3","2","7","378","65","298","15","2"
"Willoughby Hills","8,535","9","0","3","4","2","131","32","83","16","2"
"Willowick","13,661","14","0","4","3","7","138","25","102","11","0"
"Wilmington","12,680","20","0","3","10","7","634","74","554","6","2"
"Wintersville","3,873","0","0","0","0","0","75","11","64","0","0"
"Woodlawn","2,628","17","0","1","8","8","130","18","100","12","1"
"Woodsfield","2,406","9","0","6","0","3","18","6","12","0","0"
"Wooster","26,318","58","0","13","24","21","1,230","226","986","18","15"
"Worthington","13,230","20","0","1","5","14","326","65","259","2","3"
"Wyoming","8,364","3","0","0","3","0","122","26","94","2","1"
"Xenia","27,718","35","0","5","18","12","1,164","199","938","27","4"
"Yellow Springs","3,391","5","0","0","1","4","81","14","66","1","0"
"Youngstown","72,008","856","22","41","317","476","4,273","2,086","1,745","442","251"
"Zanesville","25,080","130","1","18","50","61","1,665","338","1,290","37","14"
