"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Frankfort Town","4,829","2","0","0","0","2","29","13","15","1","0"
"Frankfort Village","2,343","1","0","0","0","1","10","0","10","0","0"
"Franklinville Village","1,688","0","0","0","0","0","26","3","23","0","0"
"Fredonia Village","11,107","11","0","0","2","9","368","28","336","4","0"
"Freeport Village","43,890","196","5","4","115","72","1,048","129","794","125","2"
"Fulton City","11,151","17","0","2","3","12","511","75","426","10","2"
"Garden City Village","22,342","13","1","0","6","6","366","25","335","6","0"
"Gates Town","28,590","66","0","12","18","36","1,094","106","939","49","3"
"Geddes Town","10,367","3","0","0","2","1","198","28","159","11","0"
"Geneseo Village","7,715","2","0","0","1","1","121","9","110","2","1"
"Geneva","13,177","43","2","1","20","20","329","69","256","4","1"
"Germantown Town","1,964","0","0","0","0","0","0","0","0","0","0"
"Glen Cove","26,920","31","0","0","14","17","257","38","207","12","3"
"Glen Park Village","500","1","0","0","0","1","3","0","3","0","0"
"Glens Falls","13,828","19","0","0","5","14","425","35","383","7","3"
"Glenville Town","21,971","5","0","3","0","2","322","37","277","8","0"
"Gloversville","14,948","71","1","11","9","50","603","100","484","19","2"
"Goshen Town","8,491","3","0","0","0","3","86","16","66","4","0"
"Goshen Village","5,573","8","0","0","1","7","84","13","70","1","0"
"Gowanda Village","2,578","6","0","0","0","6","72","12","60","0","1"
"Granville Village","2,530","3","0","2","0","1","51","14","37","0","0"
"Great Neck Estates Village","2,770","1","0","0","1","0","4","0","4","0","0"
"Greece Town","93,274","98","1","13","41","43","2,612","345","2,190","77","2"
"Greene Village","1,640","0","0","0","0","0","0","0","0","0","0"
"Green Island Village","2,565","8","0","0","1","7","101","13","88","0","1"
"Greenport Town","4,145","0","0","0","0","0","93","8","83","2","0"
"Greenwich Village","1,819","0","0","0","0","0","29","5","22","2","0"
"Greenwood Lake Village","3,417","4","0","0","0","4","37","6","28","3","0"
"Groton Village","2,394","4","0","0","2","2","40","9","31","0","0"
"Guilderland Town","33,161","19","0","3","8","8","717","48","658","11","2"
"Hamburg Town","44,012","39","0","2","9","28","1,019","152","838","29","3"
"Hamburg Village","9,327","9","0","0","2","7","199","39","155","5","0"
"Hamilton Village","3,818","1","0","0","1","0","33","9","24","0","0"
"Hancock Village","1,078","6","0","0","0","6","12","8","4","0","0"
"Harriman Village","2,247","0","0","0","0","0","16","5","11","0","0"
"Harrison Town","26,953","12","0","0","1","11","289","51","219","19","0"
"Hastings-on-Hudson Village","7,939","16","0","0","2","14","140","17","120","3","4"
"Haverstraw Town","37,449","67","0","4","32","31","510","89","407","14","6"
"Hempstead Village","53,996","482","6","9","254","213","1,074","199","646","229","10"
"Herkimer Village","6,915","78","0","9","7","62","455","45","409","1","0"
"Highland Falls Village","3,706","5","0","0","2","3","22","5","17","0","0"
"Highlands Town","9,170","0","0","0","0","0","6","2","3","1","0"
"Holley Village","1,674","1","0","1","0","0","49","5","43","1","0"
"Homer Village","3,232","0","0","0","0","0","65","6","59","0","0"
"Hornell","8,454","11","0","2","1","8","153","15","134","4","0"
"Horseheads Village","6,221","13","0","1","1","11","141","22","111","8","0"
"Hudson","6,864","36","0","4","3","29","208","41","165","2","0"
"Hudson Falls Village","6,615","3","0","0","0","3","89","10","76","3","0"
"Hunter Town","2,690","3","0","0","0","3","9","3","6","0","0"
"Huntington Bay Village","1,515","0","0","0","0","0","5","2","2","1","0"
"Hyde Park Town","20,207","13","0","0","4","9","270","42","222","6","0"
"Ilion Village","7,953","26","0","2","5","19","193","21","171","1","2"
"Independence Town","1,034","0","0","0","0","0","10","1","7","2","0"
"Inlet Town","376","0","0","0","0","0","15","4","11","0","0"
"Irondequoit Town","49,755","67","0","6","24","37","1,526","213","1,258","55","1"
"Irvington Village","6,669","1","0","0","0","1","27","6","21","0","0"
"Ithaca","29,862","67","0","2","26","39","1,185","140","1,021","24","1"
"Jamestown","29,204","152","1","20","26","105","1,100","266","814","20","10"
"Johnson City Village","14,646","62","1","7","11","43","882","82","789","11","2"
"Johnstown","8,421","7","0","1","1","5","225","22","197","6","0"
"Kenmore Village","14,856","30","0","2","14","14","297","54","229","14","1"
"Kensington Village","1,203","0","0","0","0","0","0","0","0","0","0"
"Kent Town","14,190","4","0","1","1","2","88","21","66","1","0"
"Kings Point Village","5,430","0","0","0","0","0","16","3","12","1","0"
"Kingston","22,333","97","0","2","69","26","662","122","510","30","7"
"Kirkland Town","8,344","1","0","0","0","1","104","18","83","3","0"
"Lackawanna","17,435","89","0","1","18","70","463","104","344","15","0"
"Lake Placid Village","2,763","1","0","1","0","0","67","14","50","3","0"
"Lake Success Village","2,898","1","0","0","0","1","44","5","37","2","0"
"Lakewood-Busti","7,355","0","0","0","0","0","242","8","229","5","0"
"Lancaster Town","23,502","27","0","0","7","20","592","94","484","14","4"
"Larchmont Village","6,575","1","0","0","0","1","135","17","115","3","0"
"Le Roy Village","4,109","4","0","0","2","2","62","5","53","4","0"
"Lewisboro Town","12,530","0","0","0","0","0","77","8","69","0","0"
"Lewiston Town and Village","16,737","2","0","0","0","2","165","20","137","8","0"
"Liberty Village","3,844","7","0","2","0","5","175","41","129","5","0"
"Little Falls","4,833","38","0","0","5","33","168","31","135","2","8"
"Liverpool Village","2,326","4","0","0","1","3","49","6","43","0","0"
"Lloyd Harbor Village","3,748","0","0","0","0","0","19","0","18","1","0"
"Lloyd Town","10,808","10","0","2","3","5","143","19","117","7","0"
"Lockport","20,461","58","1","1","22","34","779","170","565","44","5"
"Long Beach","35,722","26","0","2","6","18","232","21","207","4","0"
"Lowville Village","3,133","4","0","2","0","2","107","12","89","6","0"
"Lynbrook Village","19,844","22","0","3","10","9","175","18","144","13","0"
"Lyons Village","3,391","21","0","1","5","15","143","31","107","5","1"
"Macedon Town and Village","8,845","2","0","1","0","1","89","14","74","1","0"
"Malone Village","5,764","8","0","0","0","8","198","26","172","0","0"
"Malverne Village","8,873","2","0","0","1","1","46","9","34","3","0"
"Mamaroneck Town","11,538","1","0","0","1","0","155","21","126","8","0"
"Mamaroneck Village","18,404","17","0","0","6","11","212","37","160","15","0"
"Manchester Village","1,410","0","0","0","0","0","1","0","1","0","0"
"Manlius Town","24,850","24","0","4","7","13","481","64","411","6","3"
"Marcellus Village","1,813","0","0","0","0","0","13","1","12","0","0"
"Marlborough Town","8,301","9","0","1","2","6","137","27","100","10","0"
"Massena Village","10,470","21","0","7","4","10","135","33","102","0","0"
"Maybrook Village","4,110","0","0","0","0","0","34","10","23","1","0"
"McGraw Village","949","0","0","0","0","0","0","0","0","0","0"
"Mechanicville","4,839","8","0","2","3","3","99","23","73","3","0"
"Medina Village","6,007","14","0","3","3","8","258","82","171","5","0"
"Menands Village","3,783","9","0","0","3","6","157","18","129","10","1"
"Middleport Village","1,765","0","0","0","0","0","28","4","23","1","0"
"Middletown","25,921","155","1","8","57","89","1,024","204","794","26","0"
"Millbrook Village","1,517","0","0","0","0","0","0","0","0","0","0"
"Monroe Village","8,207","24","0","0","2","22","231","22","203","6","0"
"Montgomery Village","4,878","0","0","0","0","0","18","0","18","0","0"
"Monticello Village","6,487","49","1","3","16","29","192","35","154","3","1"
"Moravia Village","1,286","0","0","0","0","0","16","2","14","0","0"
"Moriah Town","3,432","2","0","0","0","2","1","0","1","0","0"
"Mount Hope Town","7,568","3","0","0","0","3","35","11","21","3","0"
"Mount Kisco Village3","10,434","40","0","0","18","22","","","161","7","1"
"Mount Morris Village","2,852","7","1","0","1","5","62","5","53","4","0"
"Mount Pleasant Town","26,437","9","0","1","1","7","236","39","188","9","0"
"Mount Vernon","68,677","664","10","10","274","370","1,643","342","1,140","161",""
"Nassau Village","1,111","3","0","0","0","3","12","1","11","0","0"
"Newark Village","9,033","19","0","3","3","13","368","51","308","9","1"
"New Berlin Town","1,698","3","0","0","1","2","26","4","22","0","0"
"Newburgh","28,071","466","4","8","187","267","1,065","316","661","88","10"
"Newburgh Town","31,394","41","3","4","14","20","1,161","99","1,033","29","0"
"New Castle Town","17,750","0","0","0","0","0","100","7","90","3","0"
"New Hartford Town and Village","19,145","5","0","2","1","2","894","34","856","4","0"
"New Paltz Town and Village","13,854","62","0","4","8","50","328","44","279","5","0"
"New Rochelle","74,320","204","2","3","80","119","1,309","198","1,018","93","3"
"New Windsor Town","25,407","29","0","5","6","18","515","63","436","16","1"
"New York","8,400,907","46,357","471","832","18,597","26,457","142,000","18,780","112,526","10,694",""
"New York Mills Village","3,303","1","0","0","0","1","41","10","31","0","0"
"Niagara Falls","50,909","609","6","28","166","409","2,810","805","1,877","128","37"
"Niagara Town","8,344","19","0","0","4","15","379","47","322","10","2"
"Niskayuna Town","21,920","17","0","1","7","9","409","28","377","4","0"
"Nissequogue Village","1,611","0","0","0","0","0","7","0","7","0","0"
"North Castle Town","12,293","4","0","0","1","3","104","22","80","2","0"
"North Greenbush Town","11,954","13","0","0","4","9","240","34","201","5","0"
"Northport Village","7,683","4","0","1","3","0","66","7","57","2","0"
"North Syracuse Village","6,537","6","0","0","1","5","61","10","50","1",""
"North Tonawanda","31,012","51","0","5","14","32","610","189","403","18","3"
"Northville Village","1,155","0","0","0","0","0","8","1","7","0","0"
"Norwich","6,954","12","0","5","4","3","308","50","252","6","0"
"Ocean Beach Village","148","1","0","0","0","1","66","4","62","0","0"
"Ogdensburg","10,993","22","0","3","1","18","415","74","331","10","0"
"Ogden Town","19,377","14","0","0","5","9","355","36","301","18","2"
"Old Brookville Village","2,330","0","0","0","0","0","78","12","66","0","1"
"Old Westbury Village","5,430","3","0","0","0","3","27","5","20","2","0"
"Olean","14,025","78","0","4","6","68","545","42","500","3","2"
"Oneida","10,695","13","0","1","3","9","409","40","367","2","0"
"Oneonta City","13,205","63","0","4","5","54","334","104","226","4","4"
"Orangetown Town","36,108","38","0","0","13","25","578","48","510","20","0"
"Orchard Park Town","28,626","31","2","5","6","18","420","49","358","13","1"
"Oriskany Village","1,398","1","0","0","1","0","26","6","20","0","0"
"Ossining Town","5,731","0","0","0","0","0","31","4","26","1","0"
"Ossining Village","23,773","33","0","1","15","17","285","77","194","14","1"
"Oswego City","17,271","60","0","4","13","43","494","95","386","13","4"
"Owego Village","3,687","3","0","0","0","3","24","8","16","0","0"
"Oxford Village","1,529","0","0","0","0","0","26","7","19","0","0"
"Oyster Bay Cove Village","2,303","0","0","0","0","0","7","4","3","0","0"
"Painted Post Village","1,772","2","0","0","0","2","89","3","86","0","0"
"Palmyra Village","3,403","2","0","0","0","2","42","4","36","2","0"
"Peekskill","24,711","34","0","2","12","20","225","43","177","5","0"
"Pelham Village","6,438","12","0","1","10","1","98","15","76","7","0"
"Penn Yan Village","5,157","5","0","2","1","2","134","18","116","0","1"
"Perry Village","3,638","7","0","1","0","6","86","14","72","0","0"
"Phelps Village","1,896","0","0","0","0","0","3","0","3","0","0"
"Philmont Village","1,354","2","0","0","0","2","6","0","6","0","0"
"Piermont Village","2,562","0","0","0","0","0","42","3","38","1","0"
"Pine Plains Town","2,704","0","0","0","0","0","7","0","7","0","0"
"Plattekill Town","10,897","11","0","0","1","10","115","35","79","1","1"
"Plattsburgh City","19,457","38","0","6","9","23","513","82","417","14","4"
"Pleasantville Village","7,142","0","0","0","0","0","0","0","0","0","0"
"Port Byron Village","1,226","4","0","1","0","3","0","0","0","0","0"
"Port Chester Village","28,202","72","0","3","40","29","658","73","540","45","1"
"Port Dickinson Village","1,584","2","0","0","1","1","14","3","11","0","0"
"Port Jervis","9,139","30","0","3","8","19","291","57","228","6","0"
"Portville Village","943","0","0","0","0","0","0","0","0","0","0"
"Potsdam Village","9,877","20","0","3","1","16","220","43","171","6","0"
"Poughkeepsie","29,599","410","3","11","200","196","1,022","274","683","65","4"
"Poughkeepsie Town","43,027","49","0","2","19","28","1,430","93","1,333","4","2"
"Pound Ridge Town","4,960","1","0","1","0","0","40","7","30","3","0"
"Pulaski Village","2,270","6","0","0","2","4","50","10","38","2","0"
"Quogue Village","1,172","0","0","0","0","0","32","6","23","3","0"
"Ramapo Town","76,611","63","1","4","13","45","669","94","542","33","5"
"Red Hook Village","1,890","1","0","0","0","1","9","1","7","1","0"
"Rensselaer City","7,906","20","0","4","7","9","244","54","176","14","0"
"Rhinebeck Village","3,046","2","0","0","0","2","49","10","39","0","1"
"Riverhead Town","36,318","101","1","7","44","49","1,011","157","825","29","0"
"Rochester","205,537","2,042","28","97","846","1,071","10,991","2,899","7,130","962","186"
"Rockville Centre Village","24,396","20","0","1","13","6","320","63","237","20","1"
"Rome","33,543","30","0","3","14","13","700","157","516","27","5"
"Rosendale Town","6,232","1","0","0","0","1","22","3","17","2","0"
"Rotterdam Town","30,223","23","0","4","4","15","829","95","710","24","8"
"Rouses Point Village","2,325","1","0","0","0","1","27","2","25","0","0"
"Rye","15,070","3","0","0","2","1","215","38","168","9","0"
"Rye Brook Village","9,672","1","1","0","0","0","78","6","69","3","0"
"Sackets Harbor Village","1,429","0","0","0","0","0","7","1","6","0","0"
"Sag Harbor Village","2,439","7","0","0","0","7","53","7","45","1","0"
"Salamanca","5,540","18","0","3","3","12","230","45","182","3","2"
"Sands Point Village","2,929","0","0","0","0","0","15","1","14","0","0"
"Saranac Lake Village","4,783","8","0","1","2","5","187","37","146","4","0"
"Saratoga Springs","29,125","22","0","1","9","12","579","81","485","13","2"
"Saugerties Town","15,844","6","0","0","2","4","188","43","136","9","2"
"Saugerties Village","3,852","7","0","0","1","6","113","18","92","3","0"
"Scarsdale Village","17,677","6","0","0","3","3","215","24","185","6","0"
"Schenectady","61,087","592","7","31","243","311","3,336","822","2,299","215","35"
"Schodack Town","11,533","11","0","1","0","10","86","27","56","3","0"
"Schoharie Village","999","1","0","1","0","0","24","6","18","0","0"
"Scotia Village","8,043","11","0","1","3","7","198","22","171","5","1"
"Seneca Falls Village","6,604","6","0","0","3","3","58","10","44","4","0"
"Shandaken Town","3,045","2","0","0","0","2","70","26","44","0","0"
"Shawangunk Town","12,786","13","0","0","0","13","97","21","75","1","1"
"Shelter Island Town","2,569","0","0","0","0","0","51","17","34","0","0"
"Sherburne Village","1,408","0","0","0","0","0","56","6","50","0","0"
"Sherrill","3,111","1","0","0","0","1","23","5","18","0","0"
"Shortsville Village","1,313","0","0","0","0","0","1","0","1","0","0"
"Sidney Village","3,654","12","0","1","0","11","167","23","141","3","0"
"Silver Creek Village","2,789","9","0","1","1","7","31","1","30","0","0"
"Skaneateles Village","2,531","2","0","0","0","2","8","1","7","0","0"
"Sleepy Hollow Village3","10,331","1","0","0","0","1","","19","","2","1"
"Sodus Point Village","1,102","0","0","0","0","0","1","0","1","0","0"
"Sodus Village","1,598","2","0","0","1","1","42","7","35","0","0"
"Solvay Village","6,372","13","0","1","4","8","204","54","141","9","1"
"Southampton Town","53,044","79","0","6","27","46","1,037","244","732","61","8"
"Southampton Village","4,363","2","0","0","0","2","179","26","151","2","0"
"South Glens Falls Village","3,383","12","0","1","0","11","102","31","70","1","0"
"South Nyack Village","3,361","8","0","1","1","6","45","9","35","1","0"
"Spring Valley Village","26,340","168","0","5","56","107","463","80","361","22","4"
"Stillwater Town","6,591","0","0","0","0","0","22","3","19","0","0"
"St. Johnsville Village","1,600","1","0","0","0","1","8","0","7","1","0"
"Stockport Town","2,797","0","0","0","0","0","5","2","3","0","0"
"Stony Point Town","15,229","9","0","0","0","9","145","25","118","2","0"
"Suffern Village","11,099","10","0","0","7","3","70","10","55","5","0"
"Syracuse","137,208","1,343","18","70","403","852","5,779","1,946","3,495","338","40"
"Tarrytown Village","11,019","8","0","1","5","2","96","12","80","4","0"
"Ticonderoga Town","4,941","11","0","2","1","8","71","19","49","3","1"
"Tonawanda","14,683","37","0","4","9","24","400","53","336","11","1"
"Tonawanda Town","56,203","119","3","10","37","69","1,107","216","847","44","4"
"Troy","47,268","350","3","17","155","175","2,340","608","1,612","120","17"
"Trumansburg Village","1,593","6","0","1","1","4","43","9","33","1","0"
"Tuckahoe Village","6,247","2","0","0","1","1","31","2","25","4","1"
"Tupper Lake Village","3,812","11","0","1","0","10","123","12","106","5","0"
"Tuxedo Park Village","718","0","0","0","0","0","0","0","0","0","0"
"Tuxedo Town","2,990","3","0","0","0","3","1","0","1","0","0"
"Ulster Town","12,674","8","0","1","2","5","440","37","388","15","2"
"Utica","57,831","475","5","18","148","304","2,582","505","2,000","77","8"
"Vernon Village","1,145","1","0","0","0","1","17","3","14","0","0"
"Vestal Town","27,332","15","0","2","3","10","503","35","463","5","1"
"Walden Village","7,055","27","0","5","2","20","93","11","76","6","0"
"Wallkill Town","27,760","34","0","2","22","10","942","55","856","31","3"
"Walton Village","2,823","7","0","0","1","6","61","16","44","1","1"
"Wappingers Falls Village","5,748","11","0","0","4","7","138","27","106","5","0"
"Warsaw Village","3,602","3","0","1","0","2","77","13","64","0","0"
"Warwick Town","20,040","6","0","0","2","4","181","33","147","1","0"
"Washingtonville Village","6,167","6","0","0","4","2","110","2","106","2","0"
"Waterford Town and Village","8,534","5","0","2","2","1","87","5","80","2","0"
"Waterloo Village","4,975","11","0","1","2","8","194","15","178","1","0"
"Watertown","27,387","118","1","12","19","86","1,319","217","1,068","34","11"
"Watervliet","9,718","40","1","3","9","27","320","57","249","14","0"
"Watkins Glen Village","2,015","2","0","2","0","0","80","14","64","2","0"
"Waverly Village","4,272","6","0","1","0","5","112","23","89","0","0"
"Wayland Village","1,778","0","0","0","0","0","22","3","19","0","0"
"Webster Town and Village","42,179","8","0","0","4","4","579","87","476","16","1"
"Weedsport Village","1,904","1","0","0","0","1","24","1","23","0","0"
"Wellsville Village","4,868","37","0","0","0","37","125","32","93","0","1"
"West Carthage Village","2,175","5","0","3","0","2","7","1","6","0","0"
"Westfield Village","3,349","5","0","0","1","4","59","14","45","0","0"
"Westhampton Beach Village","2,023","3","0","0","0","3","45","3","39","3","0"
"West Seneca Town","43,574","53","0","4","22","27","901","129","731","41","0"
"Whitehall Village","2,557","2","0","0","2","0","44","13","30","1","1"
"White Plains","57,810","117","0","1","38","78","1,087","40","1,012","35","2"
"Whitesboro Village","3,742","10","0","0","0","10","51","11","38","2","0"
"Whitestown Town","9,219","2","0","0","1","1","97","11","85","1","0"
"Windham Town","1,911","0","0","0","0","0","56","13","41","2","0"
"Wolcott Village","1,585","0","0","0","0","0","1","0","1","0","0"
"Woodbury Town","10,301","6","0","1","3","2","434","16","408","10","0"
"Woodstock Town","6,139","3","0","0","0","3","87","24","59","4","0"
"Yonkers","202,192","965","8","36","475","446","3,145","620","2,182","343","35"
"Yorktown Town","37,955","27","0","3","5","19","450","43","404","3","0"
"Yorkville Village","2,548","5","0","0","1","4","58","8","48","2","0"
"Youngstown Village","1,855","0","0","0","0","0","9","3","6","0","0"
