"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson"
"Pembroke","2,763","29","0","0","12","17","273","124","142","7","5"
"Pilot Mountain","1,271","7","0","2","1","4","160","45","110","5","0"
"Pinebluff","1,422","1","0","0","0","1","29","21","8","0","0"
"Pinehurst","12,649","1","0","0","0","1","104","5","96","3","1"
"Pine Knoll Shores","1,550","0","0","0","0","0","39","9","30","0","0"
"Pinetops","1,251","7","0","0","2","5","67","24","42","1","0"
"Pineville","6,878","70","0","4","36","30","1,081","122","904","55","7"
"Pittsboro","2,664","10","0","1","1","8","99","24","68","7","1"
"Plymouth","3,834","77","0","0","13","64","245","79","163","3","2"
"Raeford","3,534","28","0","0","12","16","255","72","171","12","3"
"Raleigh","406,005","2,001","14","99","832","1,056","13,817","3,187","9,834","796","66"
"Ramseur","1,769","5","0","0","0","5","91","50","41","0","0"
"Randleman","3,696","12","0","1","1","10","350","69","274","7","0"
"Red Springs","3,530","48","1","3","17","27","356","148","188","20","4"
"Reidsville","14,899","78","0","8","16","54","916","242","639","35","14"
"Richlands","934","3","0","0","1","2","35","9","25","1","0"
"Roanoke Rapids","16,339","84","5","7","27","45","973","284","639","50","2"
"Robbins","1,228","3","1","2","0","0","26","9","17","0","2"
"Robersonville","1,535","19","2","1","6","10","78","30","43","5","0"
"Rockingham","8,810","61","1","4","29","27","966","187","760","19","4"
"Rockwell","2,017","3","0","0","0","3","72","17","51","4","0"
"Rocky Mount","57,121","731","7","30","267","427","4,234","1,345","2,704","185","36"
"Rolesville","3,220","6","1","1","1","3","84","19","60","5","0"
"Rowland","1,160","6","0","0","5","1","52","22","24","6","1"
"Roxboro","8,663","85","0","3","17","65","535","165","353","17","1"
"Rutherfordton","4,031","9","0","1","6","2","114","17","90","7","1"
"Salisbury","29,008","267","5","12","112","138","1,954","416","1,433","105","12"
"Sanford","30,020","112","6","3","46","57","1,128","320","758","50","5"
"Scotland Neck","2,150","37","0","1","8","28","139","57","77","5","1"
"Selma","7,049","51","0","3","9","39","494","235","223","36","1"
"Shallotte","2,218","13","0","2","6","5","237","79","152","6","1"
"Sharpsburg","2,403","12","1","0","5","6","76","39","35","2","0"
"Shelby","21,515","141","3","8","41","89","1,078","339","717","22","6"
"Siler City","8,744","31","0","1","13","17","343","77","251","15","2"
"Smithfield","13,199","94","0","7","23","64","1,012","280","690","42","0"
"Southern Pines","12,865","85","3","4","24","54","684","179","481","24","9"
"Southern Shores","2,631","1","0","0","0","1","97","52","43","2","0"
"Southport","3,165","12","1","1","5","5","140","27","107","6","1"
"Sparta","1,770","4","0","0","0","4","51","6","42","3","1"
"Spencer","3,394","26","0","1","8","17","209","107","100","2","3"
"Spring Hope","1,291","4","0","0","1","3","47","11","34","2","0"
"Stallings","9,186","16","1","3","4","8","290","59","220","11","4"
"Stanley","3,201","6","0","0","2","4","111","30","80","1","0"
"Star","791","5","0","1","0","4","20","4","13","3","0"
"Statesville","26,763","266","0","15","78","173","1,246","456","739","51","12"
"Stoneville","971","6","0","0","1","5","42","16","25","1","0"
"St. Pauls","2,044","8","0","0","1","7","107","32","73","2","1"
"Sunset Beach","2,663","3","0","1","1","1","102","69","33","0","0"
"Surf City","2,132","10","0","0","1","9","139","63","75","1","0"
"Swansboro","1,988","3","0","0","1","2","87","16","66","5","1"
"Sylva","2,437","35","0","0","7","28","238","45","181","12","0"
"Tabor City","2,764","32","1","1","6","24","248","17","223","8","3"
"Tarboro","10,155","67","0","2","16","49","400","108","273","19","3"
"Taylorsville","1,858","8","1","1","3","3","184","34","143","7","1"
"Thomasville","26,759","150","0","6","43","101","1,266","321","907","38","5"
"Trent Woods","3,960","1","0","0","0","1","42","8","34","0","0"
"Troutman","1,841","4","0","2","1","1","86","19","65","2","0"
"Troy","3,403","14","0","3","3","8","156","31","118","7","2"
"Tryon","1,702","1","0","0","0","1","56","37","16","3","0"
"Valdese","4,542","0","0","0","0","0","72","26","42","4","0"
"Vass","803","0","0","0","0","0","33","5","27","1","0"
"Wake Forest","29,368","34","1","0","10","23","728","108","609","11","1"
"Wallace","3,619","18","2","2","10","4","135","42","84","9","4"
"Walnut Cove","1,611","2","0","0","0","2","25","3","18","4","0"
"Warsaw","3,192","6","0","0","1","5","180","44","130","6","0"
"Washington","10,157","76","0","3","16","57","613","130","470","13","2"
"Waynesville","9,915","27","0","5","6","16","317","113","192","12","1"
"Weaverville","3,102","5","0","1","0","4","93","3","88","2","0"
"Weldon2","1,656","10","0","0","8","2","","12","","0","0"
"Wendell","5,414","12","0","1","3","8","136","40","90","6","0"
"West Jefferson","1,118","1","0","0","0","1","56","8","44","4","0"
"Whispering Pines","2,157","0","0","0","0","0","23","9","14","0","0"
"Whitakers","770","5","0","0","0","5","32","17","14","1","0"
"White Lake","515","4","0","0","0","4","85","15","69","1","0"
"Whiteville","5,242","63","1","1","15","46","533","107","385","41","2"
"Wilkesboro","3,134","18","0","1","7","10","385","77","299","9","1"
"Williamston","5,323","60","1","1","15","43","376","117","239","20","2"
"Wilmington","101,438","814","4","50","306","454","6,236","1,626","4,119","491","25"
"Wilson","48,807","227","1","6","71","149","2,143","637","1,425","81","8"
"Wilson's Mills","1,634","10","0","0","0","10","58","37","17","4","0"
"Windsor","3,093","7","0","0","2","5","47","18","27","2","0"
"Wingate","4,097","3","0","0","2","1","96","40","52","4","0"
"Winston-Salem","230,978","1,739","15","110","575","1,039","13,788","4,532","8,429","827","88"
"Winterville","4,812","33","0","1","7","25","194","52","128","14","2"
"Wrightsville Beach","2,654","21","0","6","2","13","243","48","191","4","0"
"Yadkinville","2,865","11","0","0","1","10","153","29","120","4","0"
"Youngsville","786","1","0","0","1","0","47","12","35","0","0"
