"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson"
"St. Joseph","8,423","21","0","1","2","18","306","55","250","1","3"
"St. Joseph Township","9,580","22","1","7","2","12","182","40","136","6","2"
"St. Louis","7,008","6","0","2","0","4","71","11","59","1","1"
"Stockbridge","1,275","9","0","1","0","8","74","19","54","1","1"
"Sturgis","10,866","55","0","16","1","38","375","92","266","17","0"
"Summit Township","21,642","52","1","0","6","45","312","81","220","11","4"
"Sumpter Township","11,114","20","0","3","2","15","201","62","118","21","5"
"Suttons Bay","576","2","0","0","2","0","8","0","8","0","0"
"Swartz Creek","5,235","4","0","1","0","3","146","30","111","5","0"
"Sylvan Lake","1,629","4","0","0","2","2","13","2","11","0","0"
"Taylor","60,054","403","0","31","104","268","2,594","566","1,762","266","27"
"Tecumseh","8,602","8","0","0","0","8","140","29","109","2","1"
"Thetford Township","7,784","3","0","0","0","3","49","22","25","2","0"
"Thomas Township","12,252","13","0","1","1","11","286","23","259","4","1"
"Three Rivers","7,136","50","0","1","7","42","385","106","266","13","5"
"Tittabawassee Township","8,833","14","0","2","2","10","125","20","105","0","1"
"Traverse City","14,385","32","0","8","5","19","514","65","441","8","1"
"Trenton","17,792","18","0","1","2","15","255","34","201","20","1"
"Troy","80,182","79","0","17","13","49","1,880","231","1,564","85","3"
"Tuscarora Township","3,014","5","0","2","0","3","122","10","112","0","1"
"Ubly","761","0","0","0","0","0","20","0","20","0","0"
"Unadilla Township","3,443","5","0","0","0","5","50","16","34","0","0"
"Union City","1,705","3","0","0","1","2","84","22","59","3","0"
"Utica","4,961","10","0","3","0","7","222","27","183","12","1"
"Van Buren Township","26,513","80","2","17","20","41","803","202","503","98","2"
"Vernon","784","1","0","1","0","0","7","2","5","0","0"
"Vicksburg","2,181","1","0","0","0","1","16","1","15","0","1"
"Walker","23,918","37","0","8","7","22","864","103","738","23","9"
"Walled Lake","6,895","18","0","1","0","17","148","32","109","7","0"
"Warren1","133,485","778","4","67","209","498","3,785","887","1,897","1,001","36"
"Waterford Township","70,403","217","0","25","66","126","1,728","422","1,219","87","11"
"Waterloo Township","2,958","1","0","0","0","1","15","6","9","0","0"
"Watervliet","1,726","5","0","0","0","5","41","8","32","1","0"
"Wayland","3,794","3","0","3","0","0","50","6","42","2","0"
"Wayne","16,990","121","1","7","25","88","650","174","402","74","3"
"West Bloomfield Township","63,728","50","0","10","8","32","750","179","554","17","2"
"West Branch","1,803","3","0","1","0","2","81","7","71","3","0"
"Westland","78,149","387","2","39","98","248","2,489","611","1,566","312","31"
"White Cloud","1,387","8","0","1","0","7","124","21","103","0","0"
"Whitehall","2,794","5","0","1","1","3","85","5","77","3","0"
"White Lake Township","30,102","40","0","6","6","28","567","91","449","27","4"
"White Pigeon","1,552","3","0","2","0","1","42","9","31","2","0"
"Williamston","3,799","4","0","1","0","3","52","14","36","2","0"
"Wixom","13,431","25","1","8","10","6","372","66","269","37","1"
"Wolverine Lake","4,292","3","0","0","0","3","73","10","60","3","0"
"Woodhaven","12,643","15","0","2","8","5","365","33","301","31","1"
"Wyandotte","24,399","64","1","3","13","47","690","119","490","81","2"
"Wyoming","70,565","299","1","40","67","191","1,658","423","1,098","137","10"
"Ypsilanti","21,369","198","1","24","41","132","841","294","482","65","12"
"Zeeland","5,410","6","0","1","0","5","82","20","59","3","0"
"Zilwaukee","1,636","0","0","0","0","0","15","8","7","0","0"
