"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson"
"Manassas","35,321","173","2","10","56","105","1,083","152","831","100","8"
"Manassas Park","11,477","11","0","0","5","6","213","15","179","19","1"
"Marion","5,965","24","0","1","2","21","248","14","227","7","0"
"Martinsville","14,509","39","0","2","9","28","499","90","388","21","8"
"Middleburg","979","0","0","0","0","0","16","0","15","1","0"
"Middletown","1,154","3","0","2","1","0","23","4","19","0","1"
"Mount Jackson","2,014","0","0","0","0","0","50","9","35","6","0"
"Narrows","2,151","5","0","2","0","3","11","5","5","1","1"
"New Market","1,865","1","0","0","0","1","13","6","5","2","0"
"Norfolk","235,097","1,542","34","102","630","776","12,940","2,078","9,912","950","42"
"Norton","3,697","8","0","1","2","5","285","18","265","2","1"
"Occoquan","824","0","0","0","0","0","2","0","2","0","0"
"Onancock","1,375","1","0","0","0","1","34","7","26","1","0"
"Onley","468","2","0","0","0","2","15","3","12","0","0"
"Orange","4,688","5","0","2","1","2","106","13","86","7","1"
"Parksley","785","2","0","0","2","0","19","1","18","0","0"
"Pearisburg","2,767","3","0","0","1","2","71","7","62","2","1"
"Pembroke","1,166","2","0","0","0","2","25","10","15","0","0"
"Pennington Gap","1,721","0","0","0","0","0","7","3","4","0","0"
"Petersburg","32,966","307","6","12","121","168","2,192","673","1,272","247","0"
"Pocahontas","417","0","0","0","0","0","0","0","0","0","0"
"Poquoson","11,902","28","0","4","1","23","165","24","131","10","4"
"Portsmouth","100,970","707","17","20","351","319","5,643","1,184","4,163","296","14"
"Pound","1,070","6","0","0","1","5","36","8","27","1","0"
"Pulaski","8,932","30","2","3","9","16","400","79","305","16","1"
"Purcellville","5,338","6","0","0","1","5","69","8","56","5","1"
"Quantico","614","0","0","0","0","0","2","0","2","0","0"
"Radford","16,216","80","1","15","8","56","514","167","335","12","5"
"Remington","678","0","0","0","0","0","6","2","4","0","0"
"Rich Creek","682","2","0","2","0","0","14","0","13","1","0"
"Richlands","3,983","12","1","0","2","9","224","64","155","5","0"
"Richmond","203,233","1,631","37","35","850","709","8,349","1,555","5,822","972","60"
"Roanoke","93,110","639","9","26","184","420","4,975","913","3,774","288","45"
"Rocky Mount","4,536","9","0","1","1","7","201","14","183","4","0"
"Rural Retreat","1,346","1","0","0","1","0","5","0","5","0","0"
"Salem","25,616","32","0","5","8","19","782","88","657","37","4"
"Saltville","2,207","3","0","0","0","3","44","9","35","0","0"
"Shenandoah","1,856","3","0","0","0","3","46","8","37","1","2"
"Smithfield","7,115","8","1","0","4","3","218","27","180","11","0"
"South Boston","7,822","38","0","8","7","23","464","116","341","7","5"
"South Hill","4,558","15","0","2","5","8","247","21","220","6","1"
"Stanley","1,562","1","0","0","1","0","50","1","47","2","1"
"Staunton","24,072","31","2","2","7","20","546","60","466","20","5"
"Stephens City","1,505","0","0","0","0","0","58","9","43","6","1"
"St. Paul","963","0","0","0","0","0","30","4","26","0","0"
"Strasburg","4,405","8","0","1","0","7","124","12","110","2","0"
"Suffolk","84,929","289","6","33","81","169","2,200","465","1,641","94","41"
"Tappahannock","2,202","9","0","1","0","8","131","17","109","5","0"
"Tazewell","4,247","5","0","0","1","4","91","18","71","2","1"
"Timberville","1,714","5","0","2","1","2","17","4","13","0","1"
"Victoria","1,722","9","0","1","3","5","25","2","21","2","0"
"Vienna","14,946","10","2","0","4","4","301","27","267","7","0"
"Vinton","7,879","20","0","3","3","14","272","41","222","9","3"
"Virginia Beach","436,175","910","18","70","452","370","13,359","2,043","10,751","565","107"
"Warrenton","9,235","25","1","3","6","15","253","27","221","5","0"
"Warsaw","1,350","0","0","0","0","0","10","1","9","0","0"
"Waverly","2,142","6","0","0","3","3","18","3","13","2","0"
"Waynesboro","22,313","67","0","9","21","37","793","119","646","28","4"
"Weber City","1,322","0","0","0","0","0","29","2","27","0","0"
"West Point","3,177","2","0","1","1","0","38","9","26","3","0"
"White Stone","336","0","0","0","0","0","0","0","0","0","0"
"Williamsburg","12,584","24","1","0","8","15","213","11","192","10","0"
"Winchester","26,252","84","0","9","40","35","1,166","150","977","39","4"
"Wise","3,226","3","0","0","0","3","101","11","84","6","1"
"Woodstock","4,315","8","0","2","2","4","74","1","65","8","0"
"Wytheville","8,336","17","0","0","7","10","218","13","198","7","1"
