"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Swansea","784","15","0","0","2","13","45","6","35","4","0"
"Tega Cay","4,612","4","0","0","0","4","44","14","30","0","0"
"Timmonsville","2,384","48","0","2","8","38","176","63","104","9","2"
"Travelers Rest","4,396","18","0","0","8","10","219","22","188","9","1"
"Turbeville","721","4","0","0","0","4","28","11","13","4","0"
"Union","8,167","103","1","3","12","87","375","88","275","12","6"
"Vance","199","3","0","0","1","2","11","2","6","3","1"
"Varnville","2,035","0","0","0","0","0","0","0","0","0","0"
"Wagener","878","9","0","1","0","8","31","5","22","4","0"
"Walhalla","3,689","31","0","2","7","22","132","26","102","4","0"
"Walterboro","5,601","129","3","5","37","84","603","99","463","41","2"
"Ware Shoals","2,359","11","0","0","0","11","110","23","80","7","0"
"Wellford","2,315","15","1","3","3","8","85","12","67","6","1"
"West Columbia","13,729","167","0","11","53","103","885","139","698","48","3"
"Westminster","2,675","27","0","0","9","18","94","25","66","3","1"
"West Pelzer","905","2","0","0","1","1","9","3","6","0","0"
"Whitmire","1,543","4","0","1","0","3","44","6","38","0","0"
"Williamston","3,914","24","0","1","12","11","141","23","109","9","5"
"Williston","3,239","18","1","0","4","13","146","44","100","2","1"
"Winnsboro","3,637","45","0","4","4","37","244","29","211","4","1"
"Woodruff","4,076","42","0","6","3","33","220","46","168","6","1"
"Yemassee","857","4","0","0","1","3","15","3","11","1","0"
"York","7,537","108","1","5","12","90","325","61","239","25","1"
