"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Cairo Town","6,689","4","0","0","0","4","45","19","24","2","0"
"Caledonia Village","2,191","1","0","0","0","1","72","4","67","1","0"
"Cambridge Village","1,843","1","0","0","0","1","59","6","52","1","0"
"Camden Village","2,288","11","0","0","0","11","86","15","69","2","0"
"Camillus Town and Village","23,350","13","0","1","4","8","208","30","166","12","2"
"Canisteo Village","2,256","8","0","0","0","8","68","7","61","0","0"
"Cape Vincent Village","768","0","0","0","0","0","3","0","3","0","0"
"Carmel Town","34,972","29","1","2","5","21","294","30","256","8","4"
"Carroll Town","3,473","3","0","0","0","3","8","4","4","0","0"
"Carthage Village","3,717","6","0","2","0","4","112","22","85","5","2"
"Catskill Village","4,337","8","0","0","3","5","247","27","214","6","0"
"Cattaraugus Village","1,006","0","0","0","0","0","3","1","1","1","0"
"Cayuga Heights Village","3,670","0","0","0","0","0","51","6","45","0","0"
"Cazenovia Village","2,717","1","0","0","0","1","28","2","26","0","0"
"Central Square Village","1,660","1","0","0","0","1","20","4","15","1","0"
"Chatham Village","1,726","8","0","0","1","7","86","28","52","6","0"
"Cheektowaga Town","79,164","226","0","20","84","122","2,304","301","1,874","129","5"
"Chester Town","9,929","0","0","0","0","0","31","11","19","1","0"
"Chester Village","3,616","7","0","1","4","2","132","8","121","3","0"
"Chittenango Village","4,936","2","0","0","0","2","103","11","86","6","1"
"Cicero Town","28,347","8","0","0","3","5","451","65","374","12","0"
"Clarkstown Town","78,909","85","0","8","29","48","1,625","140","1,415","70","3"
"Clay Town","54,134","27","0","3","7","17","395","66","318","11","4"
"Clifton Springs Village","2,174","1","0","0","0","1","35","12","23","0","0"
"Clyde Village","2,133","3","0","0","0","3","67","8","56","3","0"
"Cobleskill Village","4,647","13","0","1","1","11","184","16","163","5","2"
"Coeymans Town","7,991","35","0","5","3","27","80","13","62","5","0"
"Cohoes","14,944","68","0","1","4","63","171","44","114","13","0"
"Colchester Town","2,054","2","0","1","0","1","1","1","0","0","0"
"Cold Spring Village","2,008","1","0","0","0","1","28","9","19","0","0"
"Colonie Town","77,550","86","1","5","21","59","2,369","270","2,046","53","12"
"Copake Town","3,331","1","0","0","0","1","17","6","11","0","0"
"Corning","10,428","47","0","4","9","34","433","58","366","9","6"
"Cornwall-on-Hudson Village","3,094","0","0","0","0","0","19","1","18","0","0"
"Cornwall Town","9,763","6","0","0","0","6","129","24","100","5","0"
"Cortland","18,382","78","0","8","6","64","383","96","271","16","2"
"Coxsackie Village","2,835","2","0","0","0","2","21","4","17","0","0"
"Crawford Town","9,540","17","0","1","2","14","261","51","199","11","0"
"Cuba Town","3,364","12","0","1","0","11","38","18","20","0","0"
"Dansville Village","4,574","8","0","0","1","7","191","10","180","1","0"
"Deerpark Town","8,433","8","0","0","1","7","139","31","101","7","0"
"Delhi Village","2,745","9","0","0","0","9","6","1","5","0","0"
"Depew Village","15,473","27","0","8","8","11","421","90","319","12","4"
"Deposit Village","1,605","4","0","0","0","4","4","2","2","0","0"
"Dewitt Town","21,606","34","1","3","12","18","547","96","424","27","1"
"Dexter Village","1,119","0","0","0","0","0","1","0","1","0","0"
"Dobbs Ferry Village","11,206","10","0","1","3","6","138","17","118","3","4"
"Dryden Village","1,821","4","0","1","1","2","101","5","95","1","0"
"Dunkirk","12,190","45","0","3","9","33","365","99","258","8","0"
"East Aurora-Aurora Town","13,611","12","0","1","3","8","190","29","154","7","0"
"Eastchester Town","18,768","4","0","0","2","2","210","13","184","13","0"
"East Fishkill Town","29,535","156","1","0","2","153","350","32","295","23","18"
"East Greenbush Town","17,159","13","0","0","4","9","405","31","363","11",""
"East Hampton Town","19,143","26","0","5","2","19","471","98","347","26","1"
"East Hampton Village","1,345","1","0","0","0","1","142","6","134","2","0"
"East Rochester Village","6,231","9","0","2","1","6","142","33","97","12","0"
"East Syracuse Village","3,029","21","0","0","3","18","113","15","94","4","0"
"Eden Town","7,789","0","0","0","0","0","69","23","41","5","0"
"Ellenville Village","3,914","7","0","0","4","3","124","28","91","5","0"
"Ellicott Town","5,294","12","0","0","1","11","240","44","188","8","0"
"Ellicottville","1,880","0","0","0","0","0","64","8","54","2","1"
"Elmira","29,375","134","3","5","28","98","1,266","269","956","41","2"
"Elmira Heights Village","3,931","4","0","0","3","1","90","14","74","2","0"
"Elmira Town","5,907","1","0","0","0","1","11","4","7","0",""
"Elmsford Village","4,772","8","0","1","3","4","66","10","50","6","0"
"Endicott Village","12,499","54","1","8","14","31","570","97","456","17","1"
"Evans Town","17,000","17","0","1","0","16","281","64","200","17","3"
"Fairport Village","5,467","4","0","0","0","4","56","7","45","4","1"
"Fallsburg Town","12,082","23","0","1","2","20","222","67","141","14","2"
"Fishkill Town","19,088","12","0","0","4","8","261","20","228","13","2"
"Fishkill Village","1,731","8","0","0","1","7","43","5","38","0","0"
"Floral Park Village","15,550","11","0","1","8","2","72","17","50","5","1"
"Florida Village","2,793","2","0","0","0","2","32","5","27","0","0"
"Fort Edward Village","3,074","8","0","0","0","8","26","7","18","1","0"
"Frankfort Town","4,933","4","1","0","0","3","25","11","14","0","1"
"Franklinville Village","1,741","1","0","0","1","0","20","3","17","0","0"
"Fredonia Village","11,192","20","0","0","2","18","223","22","191","10","0"
"Freeport Village","43,050","219","2","7","105","105","1,056","147","778","131","3"
"Freeville Village","505","2","0","0","0","2","9","6","2","1",""
"Friendship Town","1,865","1","0","0","0","1","7","4","3","0","0"
"Fulton City","11,404","22","0","4","6","12","494","75","413","6","4"
"Garden City Village","21,804","12","0","0","12","0","285","39","237","9","1"
"Gates Town","28,396","56","0","7","22","27","1,066","113","911","42","2"
"Geddes Town","10,616","5","0","0","3","2","210","24","182","4","0"
"Geneseo Village","7,841","8","0","6","1","1","111","14","96","1","1"
"Geneva","13,336","27","1","1","6","19","365","83","273","9","1"
"Germantown Town","2,015","0","0","0","0","0","2","1","1","0","0"
"Glen Cove","26,406","14","0","0","7","7","202","33","160","9","1"
"Glen Park Village","491","0","0","0","0","0","2","0","2","0","0"
"Glens Falls","14,043","18","1","2","5","10","471","51","413","7","1"
"Glenville Town","21,347","7","0","1","0","6","282","34","234","14","0"
"Gloversville","15,146","60","0","4","4","52","675","139","509","27","3"
"Goshen Town","8,608","3","0","1","0","2","92","16","73","3","0"
"Goshen Village","5,527","11","1","1","1","8","77","6","69","2","5"
"Gouverneur Village","4,088","10","0","3","0","7","154","30","121","3","0"
"Gowanda Village","2,664","11","0","0","1","10","122","32","90","0","1"
"Granville Village","2,585","6","0","3","0","3","29","3","26","0","0"
"Great Neck Estates Village","2,711","0","0","0","0","0","12","1","11","0","0"
"Greece Town","93,123","122","0","8","40","74","2,147","279","1,790","78","0"
"Greenburgh Town","43,734","44","1","3","17","23","718","71","617","30","0"
"Greene Village","1,683","0","0","0","0","0","0","0","0","0","0"
"Green Island Village","2,591","1","0","0","0","1","57","11","41","5","0"
"Greenport Town","4,060","2","0","0","1","1","93","3","89","1","0"
"Greenwich Village","1,858","1","0","0","0","1","47","6","41","0","0"
"Greenwood Lake Village","3,460","11","0","0","0","11","46","6","37","3",""
"Groton Village","2,403","1","0","0","1","0","68","10","55","3","0"
"Guilderland Town","33,006","18","0","1","7","10","765","49","701","15","0"
"Hamburg Town","44,187","28","0","4","9","15","402","60","336","6","1"
"Hamburg Village","9,413","8","0","2","3","3","195","17","172","6","0"
"Hamilton Village","3,787","2","0","0","1","1","40","7","32","1","0"
"Hancock Village","1,111","11","0","0","0","11","10","3","5","2","0"
"Harriman Village","2,274","0","0","0","0","0","33","8","23","2","0"
"Harrison Town","26,654","27","0","1","2","24","297","40","244","13","0"
"Hastings-on-Hudson Village","7,858","26","0","2","2","22","135","8","124","3","0"
"Haverstraw Town","24,515","76","1","2","27","46","446","91","331","24","3"
"Hempstead Village","52,430","335","7","12","141","175","909","194","497","218","6"
"Herkimer Village","7,117","74","0","5","2","67","409","51","357","1","0"
"Highland Falls Village","3,742","4","0","0","0","4","69","17","50","2","0"
"Highlands Town","9,106","1","1","0","0","0","12","0","12","0","0"
"Hoosick Falls Village","3,289","2","0","1","1","0","57","21","31","5","3"
"Hornell","8,662","13","0","2","1","10","139","18","121","0","0"
"Horseheads Village","6,256","14","0","2","4","8","214","21","191","2","0"
"Hudson Falls Village","6,752","8","0","1","1","6","44","6","38","0","0"
"Hunter Town","2,756","1","0","0","0","1","7","6","1","0","0"
"Huntington Bay Village","1,472","0","0","0","0","0","2","0","2","0","0"
"Hyde Park Town","20,675","9","0","1","5","3","182","33","142","7","0"
"Ilion Village","8,187","28","0","0","1","27","105","26","79","0","1"
"Independence Town","1,052","0","0","0","0","0","0","0","0","0","0"
"Irondequoit Town","50,106","75","2","3","35","35","1,573","242","1,223","108","6"
"Irvington Village","6,658","1","0","0","0","1","30","4","26","0","0"
"Ithaca","29,970","58","0","8","22","28","965","147","805","13","1"
"Jamestown","29,646","167","1","20","30","116","1,151","300","814","37","6"
"Johnson City Village","14,807","54","0","7","10","37","680","86","584","10","3"
"Johnstown","8,489","9","0","2","2","5","290","36","247","7","0"
"Jordan Village","1,338","0","0","0","0","0","11","4","7","0","0"
"Kenmore Village","15,172","22","0","1","7","14","273","39","222","12",""
"Kensington Village","1,181","0","0","0","0","0","0","0","0","0","0"
"Kent Town","14,443","1","0","0","0","1","140","25","110","5","0"
"Kingston","22,741","67","1","5","38","23","699","122","551","26","0"
"Kirkland Town","8,423","3","0","0","0","3","101","12","83","6","0"
"Lackawanna","17,775","119","0","6","30","83","459","129","300","30","0"
"Lake Placid Village","2,840","0","0","0","0","0","51","11","38","2","1"
"Lake Success Village","2,833","1","0","0","0","1","101","25","71","5","0"
"Lakewood-Busti","7,455","3","0","0","1","2","221","23","194","4","1"
"Lancaster Town","23,342","16","0","2","4","10","489","77","398","14","0"
"Larchmont Village","6,535","2","0","0","1","1","101","12","86","3","0"
"Le Roy Village","4,226","3","0","0","0","3","144","11","128","5","0"
"Lewisboro Town","12,606","0","0","0","0","0","96","12","83","1","0"
"Lewiston Town and Village","16,766","17","0","2","1","14","174","26","134","14","1"
"Liberty Village","3,973","30","0","1","8","21","204","28","172","4","0"
"Little Falls","4,952","36","0","0","2","34","159","39","110","10","1"
"Liverpool Village","2,381","1","0","0","0","1","47","12","34","1","0"
"Lloyd Harbor Village","3,654","1","0","0","0","1","22","2","20","0","0"
"Lloyd Town","10,771","8","0","0","2","6","110","15","88","7",""
"Lockport","20,872","70","0","7","35","28","744","157","561","26","8"
"Long Beach","35,057","30","0","0","13","17","211","29","181","1","0"
"Lowville Village","3,216","4","0","2","0","2","100","13","84","3","0"
"Lynbrook Village","19,392","19","0","0","9","10","166","15","142","9","0"
"Lyons Village","3,475","21","0","3","5","13","148","17","127","4","0"
"Macedon Town and Village","8,963","4","0","1","0","3","43","5","36","2","0"
"Malone Village","5,879","13","0","4","0","9","182","29","153","0","0"
"Malverne Village","8,725","5","0","0","3","2","26","11","14","1","0"
"Mamaroneck Town","11,470","1","0","0","0","1","113","19","90","4","2"
"Mamaroneck Village","18,468","19","0","0","9","10","245","39","193","13","0"
"Manchester Village","1,434","0","0","0","0","0","0","0","0","0","0"
"Manlius Town","25,127","18","0","1","1","16","440","56","372","12","1"
"Marlborough Town","8,351","23","0","0","1","22","122","28","85","9","0"
"Massena Village","10,747","12","0","4","0","8","206","26","178","2","2"
"Maybrook Village","4,185","0","0","0","0","0","32","2","30","0","0"
"McGraw Village","963","0","0","0","0","0","2","1","1","0",""
"Mechanicville","4,912","36","0","0","3","33","57","11","41","5","1"
"Medina Village","6,160","13","0","2","1","10","222","40","179","3","0"
"Menands Village","3,782","9","1","1","4","3","176","35","129","12","0"
"Middleport Village","1,803","0","0","0","0","0","39","0","39","0","0"
"Middletown","26,097","194","1","13","95","85","942","216","690","36","8"
"Millbrook Village","1,559","2","0","0","0","2","6","1","5","0","0"
"Mohawk Village","2,523","1","0","0","0","1","19","7","11","1","0"
"Monroe Village","8,187","30","0","3","9","18","252","20","227","5","0"
"Montgomery Town","8,921","16","0","6","1","9","150","27","108","15","1"
"Monticello Village","6,654","59","0","1","32","26","301","86","201","14","2"
"Moravia Village","1,313","1","0","0","0","1","17","2","15","0","0"
"Moriah Town","3,547","2","0","0","0","2","4","1","3","0","0"
"Mount Hope Town","7,581","2","0","0","0","2","43","10","28","5","0"
"Mount Kisco Village","10,505","5","0","0","3","2","130","14","115","1","0"
"Mount Morris Village","2,944","5","0","3","0","2","68","16","50","2",""
"Mount Pleasant Town","26,693","9","0","3","2","4","239","40","188","11","1"
"Mount Vernon","68,380","600","7","10","266","317","1,844","461","1,200","183","9"
"Nassau Village","1,115","3","0","0","1","2","4","3","1","0","0"
"Newark Village","9,234","31","1","3","1","26","336","38","289","9","0"
"New Berlin Town","1,717","0","0","0","0","0","14","0","12","2","1"
"Newburgh","28,340","436","2","14","131","289","1,176","316","791","69",""
"Newburgh Town","30,995","47","1","2","28","16","1,172","117","1,006","49","6"
"New Castle Town","17,819","0","0","0","0","0","129","21","107","1","1"
"New Hartford Town and Village","19,586","23","0","2","9","12","820","58","753","9","0"
"New Paltz Town and Village","14,121","75","0","7","4","64","247","29","208","10",""
"New Rochelle","73,603","219","1","3","119","96","1,454","234","1,142","78","1"
"New Windsor Town","25,320","22","0","1","8","13","456","56","384","16","3"
"New York","8,220,196","50,453","496","875","21,787","27,295","149,488","20,914","115,318","13,256",""
"New York Mills Village","3,128","5","0","0","2","3","50","5","42","3","1"
"Niagara Falls","51,897","501","3","38","134","326","2,676","668","1,796","212","36"
"Niagara Town","8,515","13","0","0","3","10","279","43","218","18","1"
"Niskayuna Town","21,863","11","0","0","4","7","369","37","321","11","1"
"Nissequogue Village","1,458","0","0","0","0","0","4","0","4","0","0"
"North Castle Town","12,317","10","0","0","2","8","86","15","70","1","0"
"North Greenbush Town","11,837","20","0","1","1","18","233","31","197","5","1"
"Northport Village","7,480","4","0","0","4","0","69","6","61","2","0"
"North Syracuse Village","6,668","7","1","0","0","6","51","12","38","1","0"
"North Tonawanda","31,575","53","0","5","11","37","614","137","441","36","1"
"Northville Village","1,162","1","0","0","0","1","24","2","22","0","0"
"Norwich","7,183","9","1","7","0","1","273","31","238","4","0"
"Ogdensburg","11,213","10","0","0","3","7","588","80","500","8","3"
"Ogden Town","19,186","23","0","0","3","20","204","37","161","6","0"
"Old Brookville Village","2,254","1","0","0","1","0","106","16","86","4","0"
"Old Westbury Village","5,340","0","0","0","0","0","30","7","19","4","1"
"Olean","14,485","20","0","1","15","4","678","87","580","11","3"
"Olive Town","4,720","1","0","0","0","1","14","2","11","1","0"
"Oneida","10,928","16","0","4","1","11","431","85","339","7","0"
"Oneonta City","13,239","36","0","5","6","25","347","87","253","7","4"
"Orangetown Town","36,171","38","0","0","13","25","470","43","411","16","0"
"Orchard Park Town","28,208","20","0","2","3","15","437","85","340","12","5"
"Oriskany Village","1,424","1","0","0","0","1","14","2","12","0","0"
"Ossining Town","5,755","6","0","0","0","6","46","5","41","0","0"
"Ossining Village","23,514","52","1","2","22","27","340","100","227","13","1"
"Oswego City","17,573","46","0","2","5","39","482","74","399","9",""
"Owego Village","3,760","7","0","1","1","5","19","7","12","0","0"
"Oxford Village","1,566","0","0","0","0","0","32","1","31","0","0"
"Oyster Bay Cove Village","2,248","1","0","0","0","1","6","2","4","0","0"
"Painted Post Village","1,784","1","0","0","0","1","52","0","52","0","1"
"Palmyra Village","3,475","2","0","0","0","2","43","3","40","0","0"
"Peekskill","24,910","74","0","1","33","40","216","36","166","14","0"
"Pelham Manor Village","5,420","7","0","1","5","1","119","16","94","9","1"
"Pelham Village","6,403","8","0","0","8","0","128","25","93","10","0"
"Penn Yan Village","5,217","1","0","1","0","0","109","12","96","1","0"
"Perry Village","3,743","7","0","0","0","7","143","22","114","7","0"
"Phelps Village","1,931","0","0","0","0","0","10","2","8","0","0"
"Phoenix Village","2,177","1","0","1","0","0","25","6","19","0","0"
"Piermont Village","2,603","1","0","0","0","1","26","4","20","2","0"
"Pine Plains Town","2,750","0","0","0","0","0","16","0","16","0","0"
"Plattekill Town","10,993","3","0","0","2","1","42","19","18","5","0"
"Plattsburgh City","19,365","27","0","5","4","18","646","113","521","12","0"
"Pleasantville Village","7,167","0","0","0","0","0","0","0","0","0","0"
"Port Byron Village","1,257","2","0","0","0","2","1","0","1","0","0"
"Port Chester Village","28,019","88","0","3","46","39","686","114","530","42","0"
"Port Dickinson Village","1,605","0","0","0","0","0","15","0","15","0","0"
"Port Jervis","9,203","31","0","4","10","17","217","42","169","6","3"
"Portville Village","973","0","0","0","0","0","40","2","38","0","2"
"Port Washington","18,532","6","0","1","1","4","116","18","90","8","3"
"Potsdam Village","9,869","13","1","3","0","9","201","16","177","8","0"
"Poughkeepsie","30,074","387","5","15","163","204","1,063","253","704","106","5"
"Poughkeepsie Town","44,016","53","1","0","32","20","1,522","101","1,399","22","3"
"Pound Ridge Town","5,011","1","0","0","0","1","45","1","44","0","0"
"Pulaski Village","2,323","8","0","0","3","5","61","12","48","1","0"
"Quogue Village","1,125","2","0","0","0","2","31","12","18","1","0"
"Ramapo Town","76,371","64","0","1","13","50","624","98","503","23","1"
"Rensselaer City","7,822","29","0","5","9","15","265","60","189","16","0"
"Rhinebeck Village","3,107","0","0","0","0","0","67","6","60","1","0"
"Riverhead Town","35,087","90","1","3","31","55","864","173","658","33","1"
"Rochester","206,686","2,350","50","121","1,032","1,147","11,277","2,582","7,044","1,651","204"
"Rockville Centre Village","23,952","8","1","0","5","2","227","19","187","21","2"
"Rome","34,123","40","1","7","8","24","531","119","383","29",""
"Rosendale Town","6,312","1","0","0","0","1","57","12","43","2","0"
"Rotterdam Town","29,547","30","0","0","14","16","812","119","664","29","13"
"Rouses Point Village","2,420","1","0","0","0","1","19","4","15","0","0"
"Rye","15,127","6","0","0","1","5","218","27","176","15","0"
"Rye Brook Village","9,820","2","0","1","0","1","116","15","97","4","0"
"Sag Harbor Village","2,363","2","0","0","0","2","55","7","45","3","0"
"Salamanca","5,718","26","0","1","3","22","298","65","225","8","1"
"Sands Point Village","2,839","0","0","0","0","0","10","1","9","0","0"
"Saranac Lake Village","4,895","8","0","2","0","6","124","38","83","3","0"
"Saratoga Springs","28,807","41","0","1","4","36","685","149","513","23","1"
"Saugerties Town","15,816","9","1","2","0","6","217","63","151","3","5"
"Saugerties Village","3,912","13","0","0","2","11","103","5","94","4","0"
"Scarsdale Village","17,890","3","0","0","1","2","158","13","136","9","0"
"Schenectady","61,535","606","5","34","265","302","2,947","806","1,851","290","48"
"Schodack Town","11,374","4","1","0","1","2","127","24","97","6","0"
"Scotia Village","8,107","9","0","0","1","8","131","17","110","4","0"
"Seneca Falls Village","6,791","10","0","1","0","9","28","5","23","0","0"
"Shawangunk Town","12,813","15","0","1","2","12","148","46","97","5","0"
"Shelter Island Town","2,471","0","0","0","0","0","44","14","30","0","0"
"Sherburne Village","1,443","0","0","0","0","0","49","0","49","0","0"
"Sherrill","3,152","0","0","0","0","0","17","5","12","0","0"
"Shortsville Village","1,342","0","0","0","0","0","0","0","0","0","0"
"Sidney Village","3,809","9","0","2","0","7","190","33","156","1","0"
"Silver Creek Village","2,842","10","0","0","0","10","35","17","17","1","2"
"Skaneateles Village","2,585","2","0","1","0","1","22","4","18","0","0"
"Sleepy Hollow Village","10,262","0","0","0","0","0","0","0","0","0","0"
"Sodus Village","1,639","1","0","0","0","1","40","3","36","1","0"
"Solvay Village","6,514","8","0","0","1","7","140","31","100","9","0"
"Southampton Town","50,284","86","1","12","24","49","969","210","700","59","5"
"Southampton Village","4,091","9","0","1","0","8","161","24","131","6","0"
"South Glens Falls Village","3,435","6","0","2","1","3","120","18","98","4","0"
"South Nyack Village","3,358","7","0","0","0","7","47","10","37","0","0"
"Southold Town","19,872","16","0","0","1","15","383","77","301","5","0"
"Spring Valley Village","25,397","204","0","12","71","121","450","88","325","37","2"
"Stillwater Town","6,501","1","0","1","0","0","25","4","21","0","0"
"Stockport Town","2,882","0","0","0","0","0","10","0","10","0","0"
"Stony Point Town","15,073","9","0","0","4","5","98","16","81","1","0"
"Suffern Village","10,944","6","0","1","4","1","67","13","52","2","0"
"Syracuse","139,880","1,435","19","67","446","903","5,964","1,785","3,618","561","48"
"Tarrytown Village","11,525","4","0","0","3","1","114","13","92","9","1"
"Ticonderoga Town","5,076","11","0","2","0","9","61","10","45","6","3"
"Tonawanda","14,971","22","0","4","3","15","431","51","367","13","2"
"Tonawanda Town","57,312","119","0","8","33","78","1,181","218","887","76","3"
"Troy","47,776","345","2","21","131","191","2,203","581","1,449","173","6"
"Trumansburg Village","1,587","1","0","0","0","1","52","1","50","1","0"
"Tuckahoe Village","6,311","3","0","0","2","1","53","7","40","6","1"
"Tupper Lake Village","3,842","13","0","0","0","13","136","33","93","10","2"
"Tuxedo Park Village","726","0","0","0","0","0","0","0","0","0","0"
"Tuxedo Town","3,033","0","0","0","0","0","10","0","8","2","0"
"Ulster Town","12,877","9","0","1","3","5","239","28","200","11","2"
"Utica","58,888","431","5","21","142","263","2,880","752","1,966","162","12"
"Vernon Village","1,168","1","0","0","0","1","24","7","17","0","0"
"Vestal Town","27,403","8","0","0","0","8","584","25","547","12","1"
"Walden Village","6,929","16","0","0","1","15","139","12","123","4","1"
"Wallkill Town","27,554","36","0","5","18","13","662","84","545","33","4"
"Walton Village","2,880","7","0","0","0","7","79","21","54","4","0"
"Wappingers Falls Village","5,181","10","0","1","5","4","135","16","115","4","0"
"Warsaw Village","3,717","7","0","4","0","3","92","9","82","1","0"
"Warwick Town","20,075","2","1","1","0","0","128","26","100","2",""
"Washingtonville Village","6,239","3","0","1","0","2","52","4","46","2","0"
"Waterford Town and Village","8,660","0","0","0","0","0","48","11","35","2","0"
"Waterloo Village","5,098","6","0","0","0","6","227","18","206","3","2"
"Watertown","26,726","123","2","13","27","81","1,167","179","918","70","14"
"Watervliet","9,749","37","0","6","10","21","263","64","181","18","3"
"Watkins Glen Village","2,092","6","0","0","1","5","54","3","50","1","0"
"Waverly Village","4,442","4","0","0","0","4","158","17","136","5","1"
"Wayland Village","1,819","0","0","0","0","0","6","0","6","0","0"
"Webster Town and Village","41,471","20","0","4","6","10","602","104","484","14","6"
"Weedsport Village","1,950","0","0","0","0","0","22","0","22","0","0"
"Wellsville Village","4,877","21","0","0","2","19","133","22","103","8","1"
"Westfield Village","3,405","2","0","0","0","2","46","16","29","1","0"
"Westhampton Beach Village","1,956","3","0","0","0","3","62","10","51","1","1"
"West Seneca Town","43,955","77","1","8","19","49","895","166","691","38","1"
"Whitehall Village","2,609","4","0","0","0","4","34","4","28","2","0"
"White Plains","57,638","114","0","4","27","83","1,108","45","1,025","38","1"
"Whitesboro Village","3,823","15","0","0","1","14","63","14","46","3","0"
"Whitestown Town","9,348","2","0","1","0","1","48","9","36","3","0"
"Windham Town","1,914","0","0","0","0","0","54","17","34","3","0"
"Woodbury Town","10,458","4","0","1","3","0","182","15","164","3","0"
"Woodridge Village","1,085","3","0","0","0","3","4","1","3","0","0"
"Woodstock Town","6,214","4","0","0","0","4","65","19","45","1","0"
"Yonkers","198,071","878","10","44","424","400","3,012","642","1,994","376","35"
"Yorkville Village","2,593","6","0","0","3","3","158","35","118","5","0"
