"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Roeland Park","6,920","35","0","7","4","24","290","43","240","7",""
"Rose Hill","4,026","7","0","0","0","7","88","15","70","3","0"
"Russell","4,233","20","0","2","0","18","81","29","44","8","0"
"Sabetha","2,482","3","0","1","0","2","22","5","16","1","0"
"Salina","46,542","178","4","35","24","115","2,458","305","2,064","89","23"
"Scott City","3,448","14","0","3","1","10","42","9","29","4","0"
"Seneca","2,017","5","0","0","0","5","40","9","29","2","0"
"Shawnee","61,553","94","2","6","14","72","1,220","176","896","148","24"
"South Hutchinson","2,542","6","0","0","0","6","82","7","75","0","0"
"Spring Hill","5,427","10","0","2","0","8","113","27","80","6","1"
"Stafford","1,030","4","0","0","0","4","17","7","9","1","0"
"Sterling","2,523","4","0","1","0","3","47","12","33","2","1"
"St. Marys","2,254","4","0","0","0","4","33","15","16","2","0"
"Stockton","1,391","0","0","0","0","0","0","0","0","0","0"
"Tonganoxie","4,371","5","0","1","0","4","95","25","65","5","3"
"Topeka","122,554","609","10","35","275","289","7,316","1,561","5,067","688","10"
"Towanda","1,356","1","0","0","0","1","32","7","25","0","0"
"Ulysses","5,590","11","0","0","0","11","74","23","51","0","0"
"Valley Center","6,394","7","0","1","0","6","117","16","94","7","4"
"Wa Keeney","1,676","5","0","0","0","5","21","8","12","1","0"
"Wakefield","856","0","0","0","0","0","11","4","5","2","0"
"Wamego","4,276","3","0","2","0","1","77","9","66","2","0"
"Wathena","1,286","4","0","0","0","4","31","10","19","2","0"
"Wellington","7,712","33","1","3","1","28","399","78","302","19","6"
"Wellsville","1,746","7","0","2","1","4","52","11","39","2","0"
"Westwood","1,832","5","0","1","0","4","69","14","46","9","0"
"Wichita","362,602","3,091","30","278","482","2,301","20,034","4,077","14,097","1,860","187"
"Yates Center","1,367","0","0","0","0","0","12","6","5","1","0"
