"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Tulsa","382,954","4,922","50","252","1,096","3,524","22,769","6,725","13,746","2,298","250"
"Tushka","369","0","0","0","0","0","2","1","1","0","0"
"Tuttle","6,067","5","0","2","0","3","86","33","45","8","1"
"Valliant","741","1","0","0","0","1","28","7","20","1","0"
"Vian","1,456","10","0","2","0","8","16","2","13","1","0"
"Vinita","6,028","26","0","1","8","17","174","38","128","8","4"
"Wagoner","8,016","81","0","3","5","73","314","80","226","8","1"
"Walters","2,461","3","0","0","0","3","38","20","16","2","0"
"Warner","1,447","5","0","0","0","5","11","4","3","4","0"
"Warr Acres","9,422","63","0","4","24","35","560","154","336","70","4"
"Washington","542","0","0","0","0","0","2","2","0","0","0"
"Watonga","5,635","3","0","1","0","2","95","39","53","3","6"
"Waukomis","1,200","3","0","0","0","3","20","5","15","0","0"
"Waynoka","896","3","0","2","0","1","28","9","19","0","0"
"Weatherford","10,129","89","0","0","5","84","273","55","203","15","5"
"Weleetka","922","7","1","0","1","5","32","15","13","4","2"
"Westville","1,651","13","0","0","0","13","66","11","51","4","1"
"Wetumka","1,399","2","0","0","0","2","25","16","8","1","3"
"Wewoka","3,298","14","0","0","3","11","122","35","79","8","3"
"Wilburton","2,864","17","0","1","1","15","58","10","43","5","1"
"Woodward","12,257","43","0","10","0","33","627","168","432","27","2"
"Wright City","789","4","0","0","0","4","23","5","18","0","0"
"Yale","1,480","1","0","0","0","1","10","3","4","3","1"
"Yukon","22,686","20","0","4","5","11","581","108","452","21","7"
