"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson2"
"St. Cloud","67,404","","0","","51","164","3,097","358","2,646","93","11"
"St. Francis","7,676","","0","","0","8","179","30","141","8","1"
"Stillwater","18,053","","0","","2","8","442","68","356","18","4"
"St. James","4,306","","0","","1","5","107","13","93","1","0"
"St. Louis Park","44,011","","2","","35","20","1,438","248","1,121","69","3"
"St. Paul","276,083","2,199","18","147","765","1,269","11,524","2,936","6,770","1,818","172"
"St. Paul Park","5,290","","0","","2","9","180","39","129","12","4"
"St. Peter","10,969","","0","","1","15","293","39","244","10","0"
"Thief River Falls","8,488","","0","","2","9","215","28","177","10","2"
"Two Harbors","3,325","","0","","0","3","64","12","45","7","0"
"Vadnais Heights","12,745","","0","","0","7","240","21","185","34","0"
"Virginia","8,433","","0","","4","23","628","89","525","14","2"
"Wabasha","2,518","","0","","0","1","75","5","65","5","0"
"Wadena","3,946","","0","","0","6","112","7","100","5","0"
"Waite Park","6,815","","0","","10","17","557","32","507","18","0"
"Warroad","1,647","","0","","0","5","53","4","49","0","1"
"Waseca","9,488","","0","","0","13","224","16","197","11","1"
"Wayzata","3,937","","0","","1","1","135","17","115","3","1"
"Wells","2,367","","0","","0","0","14","4","7","3","1"
"West Hennepin","5,716","","0","","0","3","78","17","56","5","0"
"West St. Paul","18,756","","0","","18","15","1,001","98","838","65","4"
"Wheaton","1,428","","0","","0","1","31","3","26","2","0"
"White Bear Lake","23,771","","1","","10","34","981","188","736","57","12"
"Willmar","17,786","","1","","7","33","663","77","567","19","3"
"Windom","4,191","","0","","0","9","116","29","81","6","0"
"Winnebago","1,342","","0","","0","2","23","9","12","2","0"
"Winona","26,682","","0","","5","32","592","81","470","41","7"
"Winsted","2,470","","0","","0","2","52","17","35","0","0"
"Woodbury","56,619","","0","","13","26","1,272","200","1,018","54","1"
"Worthington","10,878","","1","","8","23","270","84","177","9","1"
"Wyoming","3,898","","0","","1","2","108","11","96","1","0"
"Zumbrota","3,103","","0","","0","2","41","4","34","3","0"
