"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Martinsburg","325","0","0","0","0","0","0","0","0","0","0"
"Maryland Heights","25,977","35","0","4","19","12","976","132","773","71","2"
"Maryville","10,850","30","0","0","0","30","241","24","211","6","0"
"Matthews","528","1","0","0","0","1","8","4","4","0","0"
"Maysville","1,128","2","0","0","0","2","4","2","2","0","0"
"Memphis","1,953","2","0","0","0","2","22","10","12","0","0"
"Mexico","10,939","11","0","3","7","1","244","67","174","3","0"
"Milan","1,764","3","0","0","1","2","22","5","16","1","0"
"Miller","800","4","0","1","0","3","18","4","13","1","0"
"Miner","1,332","7","0","0","1","6","61","8","48","5","0"
"Moberly","14,138","34","0","0","9","25","543","76","451","16","2"
"Moline Acres","2,517","20","0","0","11","9","156","26","117","13","0"
"Monett","8,980","8","1","1","2","4","337","79","243","15","2"
"Monroe City","2,481","17","0","1","0","16","100","34","63","3","0"
"Montgomery City","2,503","2","0","0","0","2","61","18","40","3","0"
"Montrose","425","0","0","0","0","0","7","5","2","0","0"
"Morehouse","922","6","0","1","1","4","16","8","6","2","0"
"Mosby","248","0","0","0","0","0","3","1","2","0","0"
"Moscow Mills","2,506","15","0","0","1","14","53","7","45","1","0"
"Mound City","1,073","2","0","1","0","1","14","5","9","0","0"
"Mountain Grove2","4,629","","3","1","0","","161","38","117","6","0"
"Mountain View","2,619","6","0","1","0","5","79","15","61","3","2"
"Mount Vernon","4,640","11","1","0","0","10","195","11","177","7","0"
"Napoleon","194","0","0","0","0","0","2","1","1","0","0"
"Neosho","11,371","23","0","1","2","20","585","84","483","18","1"
"Nevada","8,286","34","0","2","4","28","515","59","426","30","8"
"New Bloomfield","750","0","0","0","0","0","5","2","3","0","0"
"Newburg","473","7","0","0","0","7","21","10","9","2","1"
"New Florence","749","1","0","0","0","1","17","4","13","0","0"
"New Haven","2,042","10","0","0","0","10","50","22","25","3","1"
"New London","1,005","4","0","1","0","3","24","9","15","0","0"
"New Madrid","2,999","1","0","0","0","1","23","3","20","0","0"
"New Melle","283","1","0","0","0","1","2","1","1","0","0"
"Niangua","494","0","0","0","0","0","1","0","1","0","0"
"Nixa","19,162","11","1","1","2","7","323","59","243","21","1"
"Noel","1,602","18","0","0","0","18","33","5","25","3","0"
"Norborne","757","0","0","0","0","0","1","0","0","1","0"
"Normandy","4,899","66","0","4","16","46","211","60","88","63","2"
"North Kansas City","5,676","35","0","3","12","20","414","36","322","56","0"
"Northmoor","400","1","0","0","0","1","31","10","16","5","0"
"Northwoods","4,309","25","1","0","10","14","168","66","65","37","2"
"Norwood","576","1","0","0","0","1","0","0","0","0","0"
"Oakland","1,565","1","0","0","0","1","20","2","18","0","0"
"Oakview Village","394","0","0","0","0","0","3","1","2","0","0"
"Odessa","4,706","2","0","0","1","1","103","20","78","5","3"
"O'Fallon","78,837","66","3","7","11","45","1,531","203","1,294","34","3"
"Olivette","7,472","30","0","0","5","25","231","45","160","26","0"
"Oran","1,244","0","0","0","0","0","39","4","35","0","0"
"Oregon","875","0","0","0","0","0","8","4","3","1","0"
"Orrick","822","5","0","1","1","3","19","11","6","2","0"
"Osage Beach","4,748","23","0","0","2","21","378","43","332","3","0"
"Osceola","792","1","0","0","0","1","17","1","16","0","0"
"Overland","15,622","53","1","2","18","32","681","113","524","44","0"
"Owensville","2,474","2","0","0","0","2","135","23","107","5","0"
"Ozark","18,332","39","0","0","4","35","469","93","356","20","0"
"Pacific","7,288","29","0","3","2","24","283","47","217","19","1"
"Pagedale","3,402","41","2","3","12","24","210","84","113","13","0"
"Palmyra","3,410","3","0","0","0","3","72","9","61","2","0"
"Park Hills","8,965","5","0","0","2","3","133","18","106","9","0"
"Parkville","5,398","1","0","0","1","0","145","14","125","6","1"
"Parma","756","2","0","0","1","1","23","5","17","1","0"
"Pasadena Park","458","2","0","0","2","0","14","3","3","8","0"
"Peculiar","4,757","4","0","1","0","3","75","16","58","1","0"
"Perry","663","0","0","0","0","0","2","1","1","0","3"
"Perryville","8,195","3","0","1","0","2","186","36","138","12","1"
"Pevely","4,676","12","0","2","1","9","163","24","128","11","2"
"Piedmont","1,902","7","0","1","0","6","93","9","83","1","0"
"Pierce City","1,466","1","0","0","0","1","45","8","36","1","1"
"Pilot Grove","749","1","0","0","0","1","25","7","18","0","0"
"Pine Lawn","3,997","43","0","1","7","35","241","84","108","49","1"
"Pineville","872","0","0","0","0","0","2","1","0","1","0"
"Platte City","4,933","6","0","0","0","6","102","12","85","5","1"
"Platte Woods","455","1","0","0","0","1","9","1","5","3","0"
"Plattsburg","2,424","5","0","3","0","2","35","6","28","1","1"
"Pleasant Hill","7,223","3","1","0","0","2","151","34","113","4","0"
"Pleasant Hope","601","0","0","0","0","0","7","1","5","1","0"
"Pleasant Valley","3,517","4","0","2","1","1","63","30","30","3","2"
"Polo","607","0","0","0","0","0","3","1","2","0","0"
"Poplar Bluff","17,035","107","0","6","19","82","1,273","267","974","32","10"
"Purdy","1,164","2","0","1","0","1","26","10","15","1","1"
"Queen City","607","0","0","0","0","0","1","1","0","0","0"
"Qulin","482","1","0","0","0","1","1","0","1","0","0"
"Randolph","50","1","0","0","1","0","0","0","0","0","0"
"Raymore","18,181","7","0","1","0","6","336","36","294","6","1"
"Raytown","28,086","102","0","7","52","43","1,005","310","537","158","8"
"Republic","13,643","68","1","2","2","63","421","73","336","12","1"
"Rich Hill","1,496","8","0","0","0","8","38","9","27","2","0"
"Richland","1,769","2","0","0","1","1","50","10","36","4","0"
"Richmond","5,864","11","0","1","2","8","234","47","183","4","3"
"Richmond Heights","9,105","28","0","2","12","14","788","49","707","32","1"
"Riverside","2,986","16","0","1","3","12","265","27","208","30","1"
"Riverview","2,918","36","1","3","3","29","185","84","74","27","1"
"Rockaway Beach","591","4","0","0","0","4","9","2","5","2","0"
"Rock Hill","4,591","4","0","0","1","3","94","24","64","6","0"
"Rock Port","1,303","0","0","0","0","0","6","3","2","1","0"
"Rogersville","3,127","8","0","2","1","5","65","12","47","6","1"
"Rolla3","18,703","51","1","6","17","27","918","141","752","25","3"
"Rosebud","375","0","0","0","0","0","4","1","3","0","0"
"Salem","4,816","22","0","0","3","19","183","19","154","10","0"
"Salisbury","1,559","1","0","0","0","1","28","8","20","0","0"
"Sarcoxie","1,370","6","0","1","0","5","15","5","8","2","0"
"Savannah","5,073","6","0","0","0","6","92","23","68","1","0"
"Scott City","4,542","5","0","0","1","4","15","5","8","2","2"
"Sedalia","20,930","159","0","11","24","124","1,485","310","1,114","61","9"
"Seligman","924","0","0","0","0","0","0","0","0","0","0"
"Seneca","2,276","1","0","0","0","1","76","20","48","8","0"
"Seymour","2,046","5","0","1","0","4","52","9","41","2","0"
"Shrewsbury","6,234","6","0","0","5","1","117","14","89","14","0"
"Sikeston","17,053","226","1","18","43","164","879","216","628","35","13"
"Silex","247","1","0","0","0","1","3","1","1","1","1"
"Slater","1,901","0","0","0","0","0","44","2","39","3","2"
"Smithville","8,192","6","0","1","0","5","92","16","69","7","0"
"Southwest City","925","8","0","0","0","8","29","6","20","3","0"
"Sparta","1,199","4","0","0","0","4","23","5","15","3","0"
"Springfield","155,106","1,068","9","95","289","675","14,514","2,128","11,357","1,029","93"
"St. Ann","12,772","93","0","9","21","63","611","73","503","35","1"
"St. Charles","64,012","151","1","13","33","104","2,432","308","2,025","99","4"
"St. Clair","4,427","58","0","3","1","54","376","58","306","12","0"
"Steele","2,108","20","0","0","8","12","103","35","66","2","0"
"Steelville","1,484","13","0","1","0","12","30","6","21","3","0"
"Ste. Genevieve3","4,435","7","0","0","0","7","55","9","35","11","0"
"St. George","1,211","3","0","0","0","3","25","3","19","3","0"
"St. James","4,124","15","0","0","0","15","193","32","158","3","1"
"St. John","6,381","30","0","2","2","26","222","30","177","15","1"
"St. Joseph3","76,377","353","3","13","88","249","3,634","770","2,643","221","23"
"St. Louis","356,204","7,383","167","237","2,634","4,345","30,443","7,274","17,328","5,841","325"
"St. Marys","383","1","0","0","0","1","6","0","6","0","0"
"Stover","1,050","6","0","0","0","6","46","18","28","0","0"
"St. Peters","55,545","181","0","14","16","151","1,598","155","1,388","55","19"
"Strafford","2,175","2","0","0","0","2","124","4","113","7","0"
"Strasburg","136","0","0","0","0","0","0","0","0","0","0"
"St. Robert","3,493","62","0","3","4","55","309","39","254","16","2"
"Sugar Creek","3,504","14","0","2","2","10","181","37","125","19","2"
"Sullivan","6,738","11","0","1","0","10","317","52","255","10","0"
"Summersville","555","1","0","0","0","1","15","8","7","0","0"
"Sunset Hills","8,226","19","0","1","4","14","233","27","192","14","1"
"Sweet Springs","1,518","1","0","0","1","0","38","15","23","0","0"
"Tarkio","1,815","3","0","0","0","3","12","2","7","3","0"
"Thayer","2,152","3","0","0","0","3","21","6","14","1","0"
"Theodosia","251","0","0","0","0","0","0","0","0","0","1"
"Tipton","3,314","0","0","0","0","0","32","10","22","0","0"
"Town and Country","10,720","5","0","0","4","1","172","14","155","3","0"
"Tracy","209","2","0","0","0","2","12","1","11","0","0"
"Trenton","5,996","23","1","5","0","17","170","29","132","9","1"
"Trimble","479","0","0","0","0","0","0","0","0","0","0"
"Troy3","12,541","32","1","1","2","28","440","41","392","7","1"
"Truesdale","669","3","0","0","0","3","11","5","6","0","0"
"Union","9,715","76","0","1","2","73","463","52","399","12","1"
"Unionville","1,863","1","0","0","0","1","16","3","11","2","0"
"University City","36,402","302","2","8","77","215","1,944","353","1,382","209","17"
"Uplands Park","438","2","0","0","0","2","15","5","2","8","0"
"Urbana","436","4","0","0","0","4","9","3","6","0","2"
"Van Buren","817","1","0","0","0","1","5","1","4","0","0"
"Vandalia","4,420","16","0","0","0","16","50","8","39","3","0"
"Velda City","1,496","13","0","1","3","9","67","19","42","6","0"
"Velda Village Hills","1,036","0","0","0","0","0","0","0","0","0","0"
"Verona","726","1","0","1","0","0","8","4","2","2","0"
"Versailles","2,729","6","0","0","0","6","91","5","86","0","0"
"Viburnum","785","2","0","0","0","2","8","5","2","1","0"
"Vienna","645","3","0","0","0","3","12","0","12","0","0"
"Vinita Park","1,783","12","0","1","0","11","88","12","68","8","2"
"Walnut Grove","676","0","0","0","0","0","3","2","1","0","0"
"Wardell","249","0","0","0","0","0","1","1","0","0","0"
"Warrensburg","18,928","36","0","7","9","20","638","123","490","25","4"
"Warrenton","7,415","45","0","3","2","40","506","26","476","4","1"
"Warsaw","2,246","10","0","0","0","10","89","17","65","7","0"
"Warson Woods","1,859","0","0","0","0","0","28","2","25","1","0"
"Washburn","475","2","2","0","0","0","0","0","0","0","1"
"Washington","14,394","31","0","0","2","29","417","59","348","10","1"
"Waverly","782","1","0","0","0","1","10","6","4","0","0"
"Waynesville","3,829","28","0","0","6","22","162","12","145","5","2"
"Weatherby Lake","1,849","2","0","0","0","2","18","0","17","1","0"
"Webb City","11,496","7","0","0","4","3","444","51","378","15","0"
"Webster Groves","22,402","13","0","1","4","8","345","77","247","21","2"
"Wellston","2,309","66","1","4","11","50","145","57","46","42","4"
"Wellsville","1,333","1","0","0","0","1","11","3","6","2","0"
"Wentzville","25,842","42","0","11","3","28","568","66","492","10","3"
"Weston","1,652","8","0","2","0","6","38","5","33","0","1"
"West Plains","11,763","43","0","2","7","34","941","204","702","35","0"
"Westwood","291","0","0","0","0","0","2","1","1","0","0"
"Wheaton","742","0","0","0","0","0","0","0","0","0","0"
"Willard","3,373","5","0","0","0","5","99","12","85","2","1"
"Willow Springs","2,144","8","0","0","0","8","87","14","66","7","0"
"Winfield","913","1","0","0","0","1","10","1","7","2","1"
"Winona","1,332","3","1","0","1","1","26","10","13","3","0"
"Woodson Terrace","4,013","18","0","0","10","8","185","42","74","69","0"
"Wright City","2,989","8","1","0","1","6","128","18","105","5","0"
