"City","Population","Violent
crime","Murder and 
nonnegligent
manslaughter","Forcible
rape","Robbery","Aggravated
assault","Property
crime","Burglary","Larceny-
theft","Motor
vehicle
theft","Arson1"
"Storm Lake","9,664","43","0","2","0","41","390","92","282","16","7"
"Story City","3,347","1","0","0","0","1","37","14","22","1","0"
"Urbandale","39,345","42","1","6","8","27","678","134","524","20","4"
"Vinton","5,106","4","0","1","0","3","95","26","67","2","0"
"Waterloo","66,098","510","2","43","112","353","2,824","779","1,874","171","38"
"Waukee","13,279","11","0","0","1","10","231","103","125","3","2"
"Waverly","9,307","58","0","3","1","54","151","29","113","9","0"
"Webster City","7,736","47","0","6","3","38","180","29","145","6","0"
"West Burlington","3,317","14","0","1","1","12","271","29","232","10","0"
"West Des Moines","55,765","131","1","18","28","84","1,746","217","1,482","47","9"
"West Union","2,436","5","0","0","1","4","15","3","11","1","1"
"Williamsburg","2,815","3","0","0","0","3","23","7","16","0","0"
"Wilton","2,820","10","0","1","0","9","25","10","14","1","0"
"Windsor Heights","4,536","14","0","0","3","11","272","27","239","6","0"
"Winterset","4,856","6","0","1","0","5","63","13","49","1","0"
